order_id,line_no,product_code,product_name,category,ordered_cases,confirmed_cases,unit_price_case,discount_pct,gross_line_value,discount_line_value,line_net_value,plant,storage_location,rejection_reason
SO101631,2,SKU0054,Energy Rush 40cl PET x24,Energy Drink,11,11,6420,0,70620,0.0,70620.0,KAN01,FG02,
SO101631,3,SKU0033,Orange Burst 1.5L PET x12,Carbonated Soft Drink,7,7,3810,5,26670,1333.5,25336.5,KAD01,FG02,
SO101632,1,SKU0002,Cola Max 35cl PET x24,Carbonated Soft Drink,3,3,3240,3,9720,291.6,9428.4,PHC01,FG02,
SO101632,2,SKU0047,Aqua Pure 75cl PET x12,Water,9,9,1150,0,10350,0.0,10350.0,BEN01,FG01,
SO101633,1,SKU0026,Orange Burst 35cl PET x24,Carbonated Soft Drink,5,5,3150,10,15750,1575.0,14175.0,ABJ01,FG03,
SO101633,2,SKU0006,Cola Max 60cl PET x24,Carbonated Soft Drink,5,5,4380,0,21900,0.0,21900.0,ABJ01,FG03,
SO101634,1,SKU0022,Lemon Lime 1.5L PET x24,Carbonated Soft Drink,14,9,7550,3,105700,3171.0,102529.0,LAG01,FG02,
SO101634,2,SKU0049,Aqua Pure 1.5L PET x12,Water,5,5,2000,2,10000,200.0,9800.0,LAG02,FG02,
SO101634,3,SKU0054,Energy Rush 40cl PET x24,Energy Drink,4,4,6420,0,25680,0.0,25680.0,LAG02,FG03,
SO101635,1,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,7,7,1950,0,13650,0.0,13650.0,ABJ01,FG03,
SO101636,1,SKU0032,Orange Burst 1L PET x24,Carbonated Soft Drink,6,3,5570,3,33420,1002.6,32417.4,KAD01,FG03,
SO101636,2,SKU0015,Lemon Lime 50cl PET x12,Carbonated Soft Drink,2,2,2080,0,4160,0.0,4160.0,KAN01,FG03,
SO101637,1,SKU0032,Orange Burst 1L PET x24,Carbonated Soft Drink,4,4,5570,0,22280,0.0,22280.0,LAG02,FG02,
SO101638,1,SKU0013,Lemon Lime 35cl PET x12,Carbonated Soft Drink,384,384,1700,7,652800,45696.0,607104.0,ABJ01,FG03,
SO101638,2,SKU0012,Cola Max 50cl Can x24,Carbonated Soft Drink,70,70,3760,12,263200,31584.0,231616.0,ABJ01,FG01,
SO101638,3,SKU0027,Orange Burst 50cl PET x12,Carbonated Soft Drink,42,42,1970,5,82740,4137.0,78603.0,ABJ01,FG03,
SO101638,4,SKU0031,Orange Burst 1L PET x12,Carbonated Soft Drink,25,25,3070,5,76750,3837.5,72912.5,ABJ01,FG03,
SO101639,1,SKU0035,Bitter Lemon 35cl PET x12,Carbonated Soft Drink,3,3,1730,0,5190,0.0,5190.0,KAN01,FG03,
SO101639,2,SKU0029,Orange Burst 60cl PET x12,Carbonated Soft Drink,0,7,2400,5,16800,840.0,15960.0,KAD01,FG02,
SO101639,3,SKU0034,Orange Burst 1.5L PET x24,Carbonated Soft Drink,14,14,7150,7,100100,7007.0,93093.0,KAN01,FG03,
SO101639,4,SKU0027,Orange Burst 50cl PET x12,Carbonated Soft Drink,4,4,1970,12,7880,945.6,6934.4,KAN01,FG02,
SO101639,5,SKU0031,Orange Burst 1L PET x12,Carbonated Soft Drink,1,1,3070,0,3070,0.0,3070.0,KAN01,FG01,
SO101640,1,SKU0030,Orange Burst 60cl PET x24,Carbonated Soft Drink,11,11,4110,0,45210,0.0,45210.0,KAN01,FG02,
SO101640,2,SKU0027,Orange Burst 50cl PET x12,Carbonated Soft Drink,3,3,1970,12,5910,709.2,5200.8,KAN01,FG02,
SO101641,1,SKU0028,Orange Burst 50cl PET x24,Carbonated Soft Drink,24,24,3650,10,87600,8760.0,78840.0,BEN01,FG03,
SO101641,2,SKU0012,Cola Max 50cl Can x24,Carbonated Soft Drink,36,36,3760,12,135360,16243.2,119116.8,PHC01,FG02,
SO101642,1,SKU0020,Lemon Lime 1L PET x24,Carbonated Soft Drink,10,10,5940,12,59400,7128.0,52272.0,LAG01,FG02,
SO101642,2,SKU0027,Orange Burst 50cl PET x12,Carbonated Soft Drink,11,8,1970,12,21670,2600.4,19069.6,LAG02,FG03,
SO101642,3,SKU0036,Bitter Lemon 35cl PET x24,Carbonated Soft Drink,4,4,3220,12,12880,1545.6,11334.4,LAG02,FG01,
SO101643,1,SKU0002,Cola Max 35cl PET x24,Carbonated Soft Drink,6,6,3240,5,19440,972.0,18468.0,LAG02,FG02,
SO101643,2,SKU0034,Orange Burst 1.5L PET x24,Carbonated Soft Drink,8,8,7150,2,57200,1144.0,56056.0,LAG02,FG02,
SO101643,3,SKU0038,Bitter Lemon 50cl PET x24,Carbonated Soft Drink,4,4,3840,7,15360,1075.2,14284.8,LAG01,FG01,
SO101644,1,SKU0045,Aqua Pure 50cl PET x12,Water,5,5,960,12,4800,576.0,4224.0,ABA01,FG02,
SO101645,1,SKU0062,Malt Spark 50cl PET x24,Malt Drink,4,2,5040,2,20160,403.2,19756.8,LAG02,FG03,
SO101646,1,SKU0001,Cola Max 35cl PET x12,Carbonated Soft Drink,3,3,1780,10,5340,534.0,4806.0,PHC01,FG01,
SO101646,2,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,8,8,1950,7,15600,1092.0,14508.0,PHC01,FG02,
SO101646,3,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,24,15,3280,5,78720,3936.0,74784.0,PHC01,FG01,
SO101647,1,SKU0022,Lemon Lime 1.5L PET x24,Carbonated Soft Drink,2,0,7550,0,15100,0.0,15100.0,BEN01,FG01,Customer cancellation
SO101647,2,SKU0025,Orange Burst 35cl PET x12,Carbonated Soft Drink,6,6,1750,0,10500,0.0,10500.0,BEN01,FG02,
SO101647,3,SKU0012,Cola Max 50cl Can x24,Carbonated Soft Drink,23,23,3760,10,86480,8648.0,77832.0,BEN01,FG02,
SO101648,1,SKU0025,Orange Burst 35cl PET x12,Carbonated Soft Drink,12,12,1750,3,21000,630.0,20370.0,ENU01,FG03,
SO101648,2,SKU0031,Orange Burst 1L PET x12,Carbonated Soft Drink,1,0,3070,2,3070,61.4,3008.6,ABA01,FG03,Credit block
SO101648,3,SKU0013,Lemon Lime 35cl PET x12,Carbonated Soft Drink,20,11,1700,3,34000,1020.0,32980.0,ENU01,FG01,
SO101648,4,SKU0027,Orange Burst 50cl PET x12,Carbonated Soft Drink,14,14,1970,2,27580,551.6,27028.4,ENU01,FG03,
SO101649,1,SKU0034,Orange Burst 1.5L PET x24,Carbonated Soft Drink,8,8,7150,10,57200,5720.0,51480.0,ABA01,FG03,
SO101649,2,SKU0061,Malt Spark 50cl PET x12,Malt Drink,9,9,2980,0,26820,0.0,26820.0,ABA01,FG01,
SO101650,1,SKU0036,Bitter Lemon 35cl PET x24,Carbonated Soft Drink,8,8,3220,15,25760,3864.0,21896.0,ENU01,FG03,
SO101650,2,SKU0012,Cola Max 50cl Can x24,Carbonated Soft Drink,48,48,3760,5,180480,9024.0,171456.0,ENU01,FG03,
SO101650,3,SKU0021,Lemon Lime 1.5L PET x12,Carbonated Soft Drink,32,32,3930,7,125760,8803.2,116956.8,ENU01,FG03,
SO101651,1,SKU0031,Orange Burst 1L PET x12,Carbonated Soft Drink,3,3,3070,7,9210,644.7,8565.3,KAN01,FG02,
SO101652,1,SKU0011,Cola Max 50cl Can x12,Carbonated Soft Drink,17,17,1900,7,32300,2261.0,30039.0,ABJ01,FG02,
SO101652,2,SKU0034,Orange Burst 1.5L PET x24,Carbonated Soft Drink,7,7,7150,0,50050,0.0,50050.0,ABJ01,FG03,
SO101652,3,SKU0001,Cola Max 35cl PET x12,Carbonated Soft Drink,2,2,1780,12,3560,427.2,3132.8,ABJ01,FG01,
SO101652,4,SKU0029,Orange Burst 60cl PET x12,Carbonated Soft Drink,11,11,2400,12,26400,3168.0,23232.0,ABJ01,FG02,
SO101653,1,SKU0016,Lemon Lime 50cl PET x24,Carbonated Soft Drink,16,16,3680,3,58880,1766.4,57113.6,ABA01,FG02,
SO101653,2,SKU0054,Energy Rush 40cl PET x24,Energy Drink,42,42,6420,2,269640,5392.8,264247.2,ENU01,FG03,
SO101653,3,SKU0020,Lemon Lime 1L PET x24,Carbonated Soft Drink,16,16,5940,12,95040,11404.8,83635.2,ENU01,FG01,
SO101653,4,SKU0023,Lemon Lime 50cl Can x12,Carbonated Soft Drink,45,45,1900,2,85500,1710.0,83790.0,ABA01,FG03,
SO101654,1,SKU0036,Bitter Lemon 35cl PET x24,Carbonated Soft Drink,4,4,3220,0,12880,0.0,12880.0,ENU01,FG02,
SO101654,2,SKU0027,Orange Burst 50cl PET x12,Carbonated Soft Drink,1,1,1970,2,1970,39.4,1930.6,ENU01,FG03,
SO101654,3,SKU0039,Bitter Lemon 50cl Can x12,Carbonated Soft Drink,19,19,1910,0,36290,0.0,36290.0,ENU01,FG02,
SO101654,4,SKU0036,Bitter Lemon 35cl PET x24,Carbonated Soft Drink,13,13,3220,0,41860,0.0,41860.0,ENU01,FG03,
SO101654,5,SKU0059,Malt Spark 33cl Can x12,Malt Drink,2,1,2590,0,5180,0.0,5180.0,ABA01,FG01,
SO101655,1,SKU0017,Lemon Lime 60cl PET x12,Carbonated Soft Drink,13,13,2300,3,29900,897.0,29003.0,ENU01,FG01,
SO101655,2,SKU0002,Cola Max 35cl PET x24,Carbonated Soft Drink,10,7,3240,0,32400,0.0,32400.0,ABA01,FG02,
SO101656,1,SKU0027,Orange Burst 50cl PET x12,Carbonated Soft Drink,28,28,1970,12,55160,6619.2,48540.8,LAG01,FG03,
SO101656,2,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,3,2,3280,0,9840,0.0,9840.0,LAG01,FG02,
SO101657,1,SKU0029,Orange Burst 60cl PET x12,Carbonated Soft Drink,48,48,2400,10,115200,11520.0,103680.0,ENU01,FG01,
SO101657,2,SKU0028,Orange Burst 50cl PET x24,Carbonated Soft Drink,70,70,3650,12,255500,30660.0,224840.0,ENU01,FG03,
SO101657,3,SKU0030,Orange Burst 60cl PET x24,Carbonated Soft Drink,6,6,4110,15,24660,3699.0,20961.0,ABA01,FG01,
SO101658,1,SKU0026,Orange Burst 35cl PET x24,Carbonated Soft Drink,45,45,3150,7,141750,9922.5,131827.5,ABJ01,FG03,
SO101658,2,SKU0046,Aqua Pure 50cl PET x24,Water,33,33,1730,0,57090,0.0,57090.0,ABJ01,FG03,
SO101659,1,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,11,11,3280,7,36080,2525.6,33554.4,LAG02,FG03,
SO101659,2,SKU0002,Cola Max 35cl PET x24,Carbonated Soft Drink,15,15,3240,0,48600,0.0,48600.0,LAG02,FG03,
SO101659,3,SKU0023,Lemon Lime 50cl Can x12,Carbonated Soft Drink,5,5,1900,3,9500,285.0,9215.0,LAG01,FG02,
SO101659,4,SKU0038,Bitter Lemon 50cl PET x24,Carbonated Soft Drink,15,15,3840,10,57600,5760.0,51840.0,LAG02,FG01,
SO101660,1,SKU0038,Bitter Lemon 50cl PET x24,Carbonated Soft Drink,16,16,3840,10,61440,6144.0,55296.0,PHC01,FG02,
SO101660,2,SKU0026,Orange Burst 35cl PET x24,Carbonated Soft Drink,6,6,3150,10,18900,1890.0,17010.0,PHC01,FG02,
SO101660,3,SKU0057,Ice Tea 33cl Can x12,Tea Drink,66,66,2310,0,152460,0.0,152460.0,PHC01,FG01,
SO101660,4,SKU0003,Cola Max 50cl PET x12,Carbonated Soft Drink,8,8,1970,0,15760,0.0,15760.0,BEN01,FG01,
SO101661,1,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,13,10,3280,2,42640,852.8,41787.2,ABJ01,FG01,
SO101662,1,SKU0060,Malt Spark 33cl Can x24,Malt Drink,28,28,4250,0,119000,0.0,119000.0,BEN01,FG01,
SO101662,2,SKU0060,Malt Spark 33cl Can x24,Malt Drink,3,3,4250,3,12750,382.5,12367.5,BEN01,FG01,
SO101662,3,SKU0027,Orange Burst 50cl PET x12,Carbonated Soft Drink,11,11,1970,7,21670,1516.9,20153.1,BEN01,FG02,
SO101662,4,SKU0042,Tonic Water 33cl Can x24,Mixer,1,1,3620,3,3620,108.6,3511.4,BEN01,FG01,
SO101663,1,SKU0034,Orange Burst 1.5L PET x24,Carbonated Soft Drink,3,3,7150,2,21450,429.0,21021.0,LAG01,FG01,
SO101664,1,SKU0006,Cola Max 60cl PET x24,Carbonated Soft Drink,4,4,4380,5,17520,876.0,16644.0,KAD01,FG01,
SO101664,2,SKU0002,Cola Max 35cl PET x24,Carbonated Soft Drink,20,20,3240,0,64800,0.0,64800.0,KAN01,FG03,
SO101665,1,SKU0021,Lemon Lime 1.5L PET x12,Carbonated Soft Drink,8,8,3930,2,31440,628.8,30811.2,KAN01,FG03,
SO101665,2,SKU9999,Orange Burst 50cl PET x24,Carbonated Soft Drink,2,2,3650,3,7300,219.0,7081.0,KAD01,FG01,
SO101665,3,SKU0055,Ice Tea 50cl PET x12,Tea Drink,0,9,2850,7,25650,1795.5,23854.5,KAN01,FG03,
SO101666,1,SKU0015,Lemon Lime 50cl PET x12,Carbonated Soft Drink,15,15,2080,10,31200,3120.0,28080.0,LAG01,FG01,
SO101667,1,SKU0047,Aqua Pure 75cl PET x12,Water,52,52,1150,0,59800,0.0,59800.0,PHC01,FG02,
SO101667,2,SKU0002,Cola Max 35cl PET x24,Carbonated Soft Drink,40,40,3240,3,129600,3888.0,125712.0,BEN01,FG01,
SO101667,3,SKU0004,Cola Max 50cl PET x24,Carbonated Soft Drink,0,16,3650,0,58400,0.0,58400.0,BEN01,FG01,
SO101667,4,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,10,10,1950,5,19500,975.0,18525.0,PHC01,FG02,
SO101668,1,SKU0046,Aqua Pure 50cl PET x24,Water,10,10,1730,5,17300,865.0,16435.0,IBD01,FG03,
SO101669,1,SKU0007,Cola Max 1L PET x12,Carbonated Soft Drink,13,13,3140,12,40820,4898.4,35921.6,IBD01,FG01,
SO101669,2,SKU0007,Cola Max 1L PET x12,Carbonated Soft Drink,11,11,3140,0,34540,0.0,34540.0,IBD01,FG02,
SO101670,1,SKU0036,Bitter Lemon 35cl PET x24,Carbonated Soft Drink,3,3,3220,7,9660,676.2,8983.8,PHC01,FG03,
SO101670,2,SKU0021,Lemon Lime 1.5L PET x12,Carbonated Soft Drink,20,20,3930,10,78600,7860.0,70740.0,PHC01,FG02,
SO101671,1,SKU0020,Lemon Lime 1L PET x24,Carbonated Soft Drink,15,15,5940,2,89100,1782.0,87318.0,BEN01,FG01,
SO101671,2,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,16,16,1950,0,31200,0.0,31200.0,BEN01,FG03,
SO101671,3,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,3,3,1950,0,5850,0.0,5850.0,BEN01,FG02,
SO101672,1,SKU0002,Cola Max 35cl PET x24,Carbonated Soft Drink,5,5,3240,0,16200,0.0,16200.0,PHC01,FG03,
SO101672,2,SKU0034,Orange Burst 1.5L PET x24,Carbonated Soft Drink,30,30,7150,0,214500,0.0,214500.0,PHC01,FG02,
SO101672,3,SKU0010,Cola Max 1.5L PET x24,Carbonated Soft Drink,32,32,7500,2,240000,4800.0,235200.0,BEN01,FG03,
SO101673,1,SKU0007,Cola Max 1L PET x12,Carbonated Soft Drink,12,12,3140,12,37680,4521.6,33158.4,ABA01,FG03,
SO101673,2,SKU0013,Lemon Lime 35cl PET x12,Carbonated Soft Drink,5,5,1700,3,8500,255.0,8245.0,ENU01,FG02,
SO101674,1,SKU0009,Cola Max 1.5L PET x12,Carbonated Soft Drink,6,4,4080,10,24480,2448.0,22032.0,PHC01,RM01,
SO101674,2,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,4,4,1950,0,7800,0.0,7800.0,BEN01,FG02,
SO101674,3,SKU0026,Orange Burst 35cl PET x24,Carbonated Soft Drink,6,6,3150,3,18900,567.0,18333.0,BEN01,FG03,
SO101674,4,SKU0028,Orange Burst 50cl PET x24,Carbonated Soft Drink,3,2,3650,12,10950,1314.0,9636.0,PHC01,FG02,
SO101675,1,SKU0055,Ice Tea 50cl PET x12,Tea Drink,2,2,2850,12,5700,684.0,5016.0,KAN01,FG01,
SO101675,2,SKU0032,Orange Burst 1L PET x24,Carbonated Soft Drink,7,7,5570,0,38990,0.0,38990.0,KAD01,FG03,
SO101676,1,SKU0038,Bitter Lemon 50cl PET x24,Carbonated Soft Drink,4,4,3840,7,15360,1075.2,14284.8,ENU01,FG01,
SO101677,1,SKU0016,Lemon Lime 50cl PET x24,Carbonated Soft Drink,18,12,3680,10,66240,6624.0,59616.0,KAN01,FG02,
SO101677,2,SKU0045,Aqua Pure 50cl PET x12,Water,30,13,960,10,28800,2880.0,25920.0,KAN01,FG02,
SO101677,3,SKU0040,Bitter Lemon 50cl Can x24,Carbonated Soft Drink,55,55,3700,7,203500,14245.0,189255.0,KAN01,FG02,
SO101678,1,SKU0021,Lemon Lime 1.5L PET x12,Carbonated Soft Drink,36,36,3930,5,141480,7074.0,134406.0,LAG02,FG03,
SO101678,2,SKU0005,Cola Max 60cl PET x12,Carbonated Soft Drink,28,28,2240,0,62720,0.0,62720.0,LAG02,FG02,
SO101678,3,SKU0025,Orange Burst 35cl PET x12,Carbonated Soft Drink,55,55,1750,3,96250,2887.5,93362.5,LAG01,FG03,
SO101679,1,SKU0011,Cola Max 50cl Can x12,Carbonated Soft Drink,5,5,1900,0,9500,0.0,9500.0,PHC01,FG01,
SO101679,2,SKU0003,Cola Max 50cl PET x12,Carbonated Soft Drink,2,2,1970,2,3940,78.8,3861.2,PHC01,FG03,
SO101679,3,SKU0037,Bitter Lemon 50cl PET x12,Carbonated Soft Drink,42,42,1950,5,81900,4095.0,77805.0,PHC01,FG01,
SO101680,1,SKU0020,Lemon Lime 1L PET x24,Carbonated Soft Drink,4,4,5940,10,23760,2376.0,21384.0,ABJ01,FG01,
SO101680,2,SKU0027,Orange Burst 50cl PET x12,Carbonated Soft Drink,2,0,1970,5,3940,197.0,3743.0,ABJ01,FG03,No stock
SO101680,3,SKU0023,Lemon Lime 50cl Can x12,Carbonated Soft Drink,18,18,1900,7,34200,2394.0,31806.0,ABJ01,FG02,
SO101681,1,SKU0023,Lemon Lime 50cl Can x12,Carbonated Soft Drink,20,20,1900,10,38000,3800.0,34200.0,ABJ01,FG01,
SO101681,2,SKU0006,Cola Max 60cl PET x24,Carbonated Soft Drink,36,36,4380,12,157680,18921.6,138758.4,ABJ01,FG02,
SO101682,1,SKU0009,Cola Max 1.5L PET x12,Carbonated Soft Drink,15,15,4080,0,61200,0.0,61200.0,IBD01,FG03,
SO101682,2,SKU0025,Orange Burst 35cl PET x12,Carbonated Soft Drink,67,60,1750,12,117250,14070.0,103180.0,IBD01,FG01,
SO101682,3,SKU0040,Bitter Lemon 50cl Can x24,Carbonated Soft Drink,13,11,3700,12,48100,5772.0,42328.0,IBD01,FG01,
SO101682,4,SKU0029,Orange Burst 60cl PET x12,Carbonated Soft Drink,9,9,2400,0,21600,0.0,21600.0,IBD01,FG01,
SO101682,5,SKU0002,Cola Max 35cl PET x24,Carbonated Soft Drink,4,4,3240,150,12960,19440.0,-19440.0,IBD01,FG02,
SO101683,1,SKU0003,Cola Max 50cl PET x12,Carbonated Soft Drink,9,9,1970,5,17730,886.5,16843.5,ABA01,FG01,
SO101683,2,SKU0020,Lemon Lime 1L PET x24,Carbonated Soft Drink,8,8,5940,12,47520,5702.4,41817.6,ENU01,FG03,
SO101684,1,SKU0005,Cola Max 60cl PET x12,Carbonated Soft Drink,6,6,2240,5,13440,672.0,12768.0,ABJ01,FG02,
SO101684,2,SKU0020,Lemon Lime 1L PET x24,Carbonated Soft Drink,9,9,5940,5,53460,2673.0,50787.0,ABJ01,FG02,
SO101685,1,SKU0009,Cola Max 1.5L PET x12,Carbonated Soft Drink,240,240,4080,10,979200,97920.0,881280.0,BEN01,FG03,
SO101685,2,SKU0009,Cola Max 1.5L PET x12,Carbonated Soft Drink,8,8,4080,10,32640,3264.0,29376.0,PHC01,FG03,
SO101685,3,SKU0009,Cola Max 1.5L PET x12,Carbonated Soft Drink,100,100,4080,5,408000,20400.0,387600.0,PHC01,FG02,
SO101686,1,SKU0011,Cola Max 50cl Can x12,Carbonated Soft Drink,4,4,1900,12,7600,912.0,6688.0,BEN01,FG02,
SO101686,2,SKU0057,Ice Tea 33cl Can x12,Tea Drink,33,33,2310,0,76230,0.0,76230.0,PHC01,FG03,
SO101686,3,SKU0022,Lemon Lime 1.5L PET x24,Carbonated Soft Drink,20,20,7550,5,151000,7550.0,143450.0,PHC01,FG01,
SO101687,1,SKU0045,Aqua Pure 50cl PET x12,Water,24,24,960,2,23040,460.8,22579.2,ABA01,FG01,
SO101687,2,SKU0012,Cola Max 50cl Can x24,Carbonated Soft Drink,24,24,3760,5,90240,4512.0,85728.0,ABA01,FG02,
SO101688,1,SKU0012,Cola Max 50cl Can x24,Carbonated Soft Drink,22,22,3760,3,82720,2481.6,80238.4,KAN01,FG03,
SO101689,1,SKU0038,Bitter Lemon 50cl PET x24,Carbonated Soft Drink,8,8,3840,12,30720,3686.4,27033.6,ABJ01,FG01,
SO101689,2,SKU0057,Ice Tea 33cl Can x12,Tea Drink,8,8,2310,15,18480,2772.0,15708.0,ABJ01,FG01,
SO101689,3,SKU0032,Orange Burst 1L PET x24,Carbonated Soft Drink,112,112,5570,12,623840,74860.8,548979.2,ABJ01,FG01,
SO101690,1,SKU0010,Cola Max 1.5L PET x24,Carbonated Soft Drink,13,13,7500,0,97500,0.0,97500.0,ENU01,FG02,
SO101690,2,SKU0005,Cola Max 60cl PET x12,Carbonated Soft Drink,1,0,2240,2,2240,44.8,2195.2,ABA01,FG03,Credit block
SO101690,3,SKU0053,Energy Rush 40cl PET x12,Energy Drink,4,4,3160,12,12640,1516.8,11123.2,ENU01,FG03,
SO101690,4,SKU0016,Lemon Lime 50cl PET x24,Carbonated Soft Drink,1,1,3680,3,3680,110.4,3569.6,ABA01,FG02,
SO101690,5,SKU0010,Cola Max 1.5L PET x24,Carbonated Soft Drink,4,4,7500,0,30000,0.0,30000.0,ABA01,FG02,
SO101691,1,SKU0005,Cola Max 60cl PET x12,Carbonated Soft Drink,6,6,2240,0,13440,0.0,13440.0,KAN01,FG02,
SO101691,2,SKU0033,Orange Burst 1.5L PET x12,Carbonated Soft Drink,15,15,3810,3,57150,1714.5,55435.5,KAD01,FG01,
SO101691,3,SKU0001,Cola Max 35cl PET x12,Carbonated Soft Drink,2,2,1780,10,3560,356.0,3204.0,KAN01,FG01,
SO101692,1,SKU0002,Cola Max 35cl PET x24,Carbonated Soft Drink,8,3,3240,10,25920,2592.0,23328.0,BEN01,FG01,
SO101692,2,SKU0040,Bitter Lemon 50cl Can x24,Carbonated Soft Drink,26,26,3700,10,96200,9620.0,86580.0,PHC01,FG03,
SO101692,3,SKU0016,Lemon Lime 50cl PET x24,Carbonated Soft Drink,4,4,3680,0,14720,0.0,14720.0,PHC01,FG03,
SO101692,4,SKU0061,Malt Spark 50cl PET x12,Malt Drink,2,2,2980,2,5960,119.2,5840.8,PHC01,FG02,
SO101693,1,SKU0007,Cola Max 1L PET x12,Carbonated Soft Drink,2,2,3140,10,6280,628.0,5652.0,KAD01,FG03,
SO101693,2,SKU0010,Cola Max 1.5L PET x24,Carbonated Soft Drink,12,12,7500,10,90000,9000.0,81000.0,KAN01,FG02,
SO101693,3,SKU0002,Cola Max 35cl PET x24,Carbonated Soft Drink,5,5,3240,0,16200,0.0,16200.0,KAD01,FG03,
SO101693,4,SKU0032,Orange Burst 1L PET x24,Carbonated Soft Drink,17,14,5570,12,94690,11362.8,83327.2,KAD01,FG02,
SO101693,5,SKU0019,Lemon Lime 1L PET x12,Carbonated Soft Drink,5,2,3080,12,15400,1848.0,13552.0,KAN01,FG03,
SO101694,1,SKU0023,Lemon Lime 50cl Can x12,Carbonated Soft Drink,15,15,1900,0,28500,0.0,28500.0,IBD01,FG03,
SO101694,2,SKU0013,Lemon Lime 35cl PET x12,Carbonated Soft Drink,13,13,1700,2,22100,442.0,21658.0,IBD01,FG01,
SO101694,3,SKU0020,Lemon Lime 1L PET x24,Carbonated Soft Drink,1,1,5940,7,5940,415.8,5524.2,IBD01,FG02,
SO101695,1,SKU0022,Lemon Lime 1.5L PET x24,Carbonated Soft Drink,6,6,7550,0,45300,0.0,45300.0,KAD01,FG01,
SO101696,1,SKU0031,Orange Burst 1L PET x12,Carbonated Soft Drink,3,3,3070,3,9210,276.3,8933.7,LAG01,FG03,
SO101696,2,SKU0026,Orange Burst 35cl PET x24,Carbonated Soft Drink,3,3,3150,0,9450,0.0,9450.0,LAG02,FG01,
SO101696,3,SKU0017,Lemon Lime 60cl PET x12,Carbonated Soft Drink,5,5,2300,2,11500,230.0,11270.0,LAG01,FG03,
SO101696,4,SKU0038,Bitter Lemon 50cl PET x24,Carbonated Soft Drink,6,6,3840,0,23040,0.0,23040.0,LAG01,FG02,
SO101697,1,SKU0014,Lemon Lime 35cl PET x24,Carbonated Soft Drink,6,6,3280,0,19680,0.0,19680.0,KAN01,FG03,
SO101698,1,SKU0018,Lemon Lime 60cl PET x24,Carbonated Soft Drink,3,3,4090,0,12270,0.0,12270.0,LAG01,FG02,
SO101699,1,SKU0010,Cola Max 1.5L PET x24,Carbonated Soft Drink,28,28,7500,12,210000,25200.0,184800.0,ABA01,FG01,
SO101699,2,SKU0032,Orange Burst 1L PET x24,Carbonated Soft Drink,28,28,5570,2,155960,3119.2,152840.8,ENU01,FG02,
SO101700,1,SKU0033,Orange Burst 1.5L PET x12,Carbonated Soft Drink,108,108,3810,10,411480,41148.0,370332.0,KAD01,FG02,
SO101700,2,SKU0005,Cola Max 60cl PET x12,Carbonated Soft Drink,14,14,2240,10,31360,3136.0,28224.0,KAN01,FG02,
SO101701,1,SKU0058,Ice Tea 33cl Can x24,Tea Drink,13,13,4290,0,55770,0.0,55770.0,ABA01,FG01,
SO101701,2,SKU0010,Cola Max 1.5L PET x24,Carbonated Soft Drink,4,2,7500,2,30000,600.0,29400.0,ABA01,FG02,
SO101701,3,SKU0004,Cola Max 50cl PET x24,Carbonated Soft Drink,12,12,3650,3,43800,1314.0,42486.0,ENU01,FG03,
SO101702,1,SKU0055,Ice Tea 50cl PET x12,Tea Drink,2,2,2850,2,5700,114.0,5586.0,LAG02,FG02,
SO101702,2,SKU0013,Lemon Lime 35cl PET x12,Carbonated Soft Drink,6,4,1700,5,10200,510.0,9690.0,LAG01,FG03,
SO101702,3,SKU0018,Lemon Lime 60cl PET x24,Carbonated Soft Drink,2,2,4090,3,8180,245.4,7934.6,LAG02,FG02,
SO101702,4,SKU0015,Lemon Lime 50cl PET x12,Carbonated Soft Drink,9,9,2080,12,18720,2246.4,16473.6,LAG01,FG01,
SO101703,1,SKU0021,Lemon Lime 1.5L PET x12,Carbonated Soft Drink,18,18,3930,5,70740,3537.0,67203.0,LAG02,FG01,
SO101704,1,SKU0047,Aqua Pure 75cl PET x12,Water,14,14,1150,2,16100,322.0,15778.0,ABJ01,FG01,
SO101704,2,SKU0036,Bitter Lemon 35cl PET x24,Carbonated Soft Drink,125,125,3220,10,402500,40250.0,362250.0,ABJ01,FG03,
SO101704,3,SKU0015,Lemon Lime 50cl PET x12,Carbonated Soft Drink,20,20,2080,3,41600,1248.0,40352.0,ABJ01,FG02,
SO101705,1,SKU0022,Lemon Lime 1.5L PET x24,Carbonated Soft Drink,6,6,7550,0,45300,0.0,45300.0,PHC01,FG01,
SO101705,2,SKU0025,Orange Burst 35cl PET x12,Carbonated Soft Drink,12,12,1750,3,21000,630.0,20370.0,PHC01,FG03,
