order_id,order_date,customer_id,sap_customer_code,crm_reference,sales_org,distribution_channel,division,region,territory,sales_rep_id,order_type,order_status,payment_terms,requested_delivery_date,currency,gross_value,discount_value,net_order_value,source_system,created_by
SO101701,2026-01-01,CUST_DUP026,BP-DUP-026,CRMORD-514071,SBC_NG,KA,BEV,South East Region,Umuahia Route 2,SR0058,ZOR Standard Order,Completed,Cash,2026-01-06,NGN,129570,1914.0,127656.0,SAP,sales_admin1
SO101702,2026-02-28,CUST00494,BP500494,,SBC_NG,KA,BEV,Lagos Region,Apapa Route 2,SR0010,ZOR Standard Order,Completed,Cash,2026-03-03,NGN,42800,3115.8,39684.2,SAP,sap_batch
SO101703,2026-03-20,CUST00028,BP500028,CRMORD-394058,SBC_NG,MT,BEV,Lagos Region,Yaba Route 2,SR0012,ZOR Standard Order,Completed,Cash,2026-03-22,NGN,70740,3537.0,67203.0,SAP,regional_user
SO101704,2026-01-16,CUST00286,BP500286,CRMORD-184047,SBC_NG,KA,BEV,North Central Region,Kubwa Route 2,SR0032,ZOR Standard Order,Completed,Cash,2026-01-17,NGN,460200,41820.0,418380.0,SAP,sap_batch
SO101705,2026-03-23,CUST00037,BP500037,CRMORD-904151,SBC_NG,GT,BEV,South South Region,Rumuokuta Route 2,SR0016,ZOR Standard Order,Partially Delivered,30 Days,2026-03-24,NGN,199890,8114.4,191775.6,SAP,sales_admin1
SO101706,2026-01-23,CUST00274,BP500274,CRMORD-948559,SBC_NG,DIST,BEV,Lagos Region,Ikeja Route 1,SR0001,ZOR Standard Order,Completed,Cash,2026-01-28,NGN,3450,241.5,3208.5,Manual Excel Upload,regional_user
SO101707,2026-04-16,CUST00356,BP500356,CRMORD-475262,SBC_NG,KA,BEV,South South Region,Oyigbo Route 1,SR0023,ZOR Standard Order,Completed,Cash,2026-04-18,NGN,3490190,374254.5,3115935.5,SAP,sap_batch
SO101708,2026-05-30,CUST00288,BP500288,CRMORD-955520,SBC_NG,HORECA,BEV,South West Region,Dugbe Route 2,SR0044,ZOR Standard Order,Completed,Cash,2026-05-31,NGN,387410,19162.5,368247.5,SAP,sales_admin2
SO101709,2026-05-26,CUST00260,BP500260,CRMORD-775909,SBC_NG,HORECA,BEV,Lagos Region,Yaba Route 2,SR0012,ZOR Standard Order,Blocked,Cash,2026-05-26,NGN,55860,1516.0,54344.0,SAP,sales_admin2
SO101710,2026-05-16,CUST00049,BP500049,CRMORD-337747,SBC_NG,KA,BEV,Lagos Region,Ajah Route 1,SR0005,ZOR Standard Order,Open,Cash,2026-05-19,NGN,104700,1773.3,102926.7,SAP,sales_admin2
SO101711,2026-03-19,CUST00283,BP500283,CRMORD-834330,SBC_NG,HORECA,BEV,South East Region,New Haven Route 2,SR0050,ZOR Standard Order,Completed,Cash,2026-03-20,NGN,19050,0.0,19050.0,SAP,sales_admin2
SO101712,2026-04-29,CUST00053,BP500053,CRMORD-745523,SBC_NG,HORECA,BEV,South South Region,Bonny Route 2,SR0022,ZOR Standard Order,Open,Cash,2026-05-02,NGN,703080,73886.4,629193.6,SAP,crm_sync
SO101713,2026-04-14,CUST00003,BP500003,CRMORD-201412,SBC_NG,MT,BEV,North West Region,Tarauni Route 1,SR0067,ZOR Standard Order,Completed,Cash,2026-04-17,NGN,21450,2574.0,18876.0,SAP,sales_admin2
SO101714,2026-02-25,CUST00457,BP500457,CRMORD-926599,SBC_NG,MT,BEV,South East Region,Umuahia Route 1,SR0057,ZCR Credit Order,Completed,7 Days,2026-02-25,NGN,22950,976.5,21973.5,SAP,sap_batch
SO101715,2026-04-08,CUST00337,BP500337,CRMORD-947433,SBC_NG,HORECA,BEV,North West Region,Barnawa Route 2,SR0074,ZOR Standard Order,Completed,Cash,2026-04-09,NGN,56760,1885.2,54874.8,SAP,crm_sync
SO101716,2026-02-04,CUST00421,BP500421,CRMORD-302979,SBC_NG,DIST,BEV,South West Region,Challenge Route 2,SR0042,ZOR Standard Order,Partially Delivered,14 Days,2026-02-05,NGN,76030,2718.0,73312.0,SAP,crm_sync
SO101717,2026-05-23,CUST00168,BP500168,CRMORD-459586,SBC_NG,HORECA,BEV,South East Region,Onitsha Route 2,SR0088,ZOR Standard Order,Completed,Cash,2026-05-28,NGN,38740,1379.0,37361.0,SAP,regional_user
SO101718,2026-04-22,CUST00075,BP500075,CRMORD-984552,SBC_NG,DIST,BEV,North West Region,Sabon Tasha Route 2,SR0078,ZCR Credit Order,Completed,7 Days,2026-04-25,NGN,5700,0.0,5700.0,SAP,regional_user
SO101719,2026-05-13,CUST00392,BP500392,CRMORD-481671,SBC_NG,DIST,BEV,North West Region,Kano Route 1,SR0084,ZOR Standard Order,Completed,14 Days,2026-05-16,NGN,15570,0.0,15570.0,SAP,sales_admin1
SO101720,2026-05-30,CUST00503,BP500503,CRMORD-642001,SBC_NG,MT,BEV,North West Region,Kaduna Route 1,SR0071,ZOR Standard Order,Partially Delivered,Cash,2026-05-30,NGN,152830,5308.8,147521.2,SAP,regional_user
SO101721,2026-05-13,CUST00579,BP500579,CRMORD-157734,SBC_NG,MT,BEV,South West Region,Challenge Route 1,SR0041,ZOR Standard Order,Completed,Cash,2026-05-14,NGN,34740,526.5,34213.5,SAP,crm_sync
SO101722,2026-02-27,CUST00174,BP500174,CRMORD-656449,SBC_NG,GT,BEV,South West Region,Mokola Route 2,SR0046,ZOR Standard Order,Completed,Cash,2026-03-01,NGN,30700,2149.0,28551.0,SAP,regional_user
SO101723,2026-01-01,CUST00137,BP500137,CRMORD-408153,SBC_NG,MT,BEV,South East Region,Umuahia Route 2,SR0058,ZOR Standard Order,Completed,14 Days,2026-01-03,NGN,180180,9053.4,171126.6,SAP,crm_sync
SO101724,2026-04-01,CUST00338,BP500338,CRMORD-262681,SBC_NG,KA,BEV,South East Region,New Haven Route 1,SR0049,ZOR Standard Order,Completed,Cash,2026-04-02,NGN,13300,0.0,13300.0,SAP,sales_admin1
SO101725,2026-01-15,CUST00558,BP500558,,SBC_NG,KA,BEV,South South Region,Bonny Route 1,SR0021,ZOR Standard Order,Completed,Cash,2026-01-20,NGN,58710,4671.0,54039.0,SAP,crm_sync
SO101726,2026-03-29,CUST00348,BP500348,CRMORD-222582,SBC_NG,DIST,BEV,South West Region,Aba Route 2,SR0056,ZCR Credit Order,Completed,Cash,2026-03-31,NGN,160510,15018.0,145492.0,SAP,sap_batch
SO101727,2026-01-23,CUST00080,BP500080,CRMORD-191825,SBC_NG,MT,BEV,North West Region,Sabon Gari Route 2,SR0066,ZOR Standard Order,Completed,Cash,2026-01-27,NGN,92400,2255.4,90144.6,SAP,sales_admin1
SO101728,2026-03-21,CUST00371,BP500371,CRMORD-262184,SBC_NG,KA,BEV,South East Region,New Haven Route 2,SR0050,ZOR Standard Order,Completed,Cash,2026-03-22,NGN,5190,622.8,4567.2,CRM API,sales_admin2
SO101729,2026-04-14,CUST00198,BP500198,CRMORD-215310,SBC_NG,DIST,BEV,South South Region,Eleme Route 1,SR0019,ZOR Standard Order,Completed,7 Days,2026-04-14,NGN,59030,3714.0,55316.0,SAP,crm_sync
SO101730,2026-05-16,CUST00451,BP500451,CRMORD-226013,SBC_NG,HORECA,BEV,Lagos Region,Lekki Route 1,SR0007,ZOR Standard Order,Completed,Cash,2026-05-17,NGN,132650,13265.0,119385.0,SAP,regional_user
SO101731,2026-03-01,CUST00500,BP500500,CRMORD-125637,SBC_NG,KA,BEV,South South Region,GRA Benin Route 1,SR0083,ZOR Standard Order,Completed,Cash,2026-03-03,NGN,122030,10397.7,111632.3,SAP,crm_sync
SO101732,2026-03-04,CUST00353,BP500353,CRMORD-485058,SBC_NG,HORECA,BEV,North West Region,Kawo Route 1,SR0075,ZOR Standard Order,Open,30 Days,2026-03-04,NGN,65280,5658.0,57193.14,SAP,sap_batch
SO101733,2026-05-04,CUST00016,BP500016,CRMORD-584217,SBC_NG,DIST,BEV,North West Region,Barnawa Route 1,SR0073,ZOR Standard Order,Completed,7 Days,2026-05-06,NGN,83690,3349.3,80340.7,SAP,sap_batch
SO101734,2026-02-26,CUST00254,BP500254,CRMORD-584973,SBC_NG,DIST,BEV,South East Region,Awka Route 1,SR0089,ZKA Key Account Order,Completed,30 Days,2026-03-03,NGN,133330,0.0,133330.0,SAP,crm_sync
SO101735,2026-01-02,CUST00104,BP500104,,SBC_NG,GT,BEV,Lagos Region,Yaba Route 1,SR0011,ZOR Standard Order,Completed,30 Days,2026-01-04,NGN,8220,986.4,7824.99,SAP,sap_batch
SO101736,2026-02-03,CUST00172,BP500172,CRMORD-384728,SBC_NG,HORECA,BEV,South South Region,Bonny Route 2,SR0022,ZCR Credit Order,Completed,30 Days,2026-02-04,NGN,198500,11563.0,186937.0,SAP,crm_sync
SO101737,2026-05-19,CUST00338,BP500338,CRMORD-606869,SBC_NG,HORECA,BEV,South East Region,New Haven Route 1,SR0049,ZOR Standard Order,Partially Delivered,Cash,2026-05-20,NGN,55020,0.0,55020.0,SAP,sales_admin2
SO101738,2026-01-15,CUST00235,BP500235,CRMORD-493943,SBC_NG,MT,BEV,South East Region,New Haven Route 2,SR0050,ZOR Standard Order,Completed,14 Days,2026-01-17,NGN,17820,1247.4,16572.6,SAP,sales_admin1
SO101739,2026-05-27,CUST00062,BP500062,CRMORD-233235,SBC_NG,HORECA,BEV,Lagos Region,Ajah Route 1,SR0005,ZOR Standard Order,Completed,Cash,2026-05-28,NGN,109050,3973.5,105076.5,SAP,regional_user
SO101740,2026-04-07,CUST00404,BP500404,CRMORD-601697,SBC_NG,KA,BEV,Lagos Region,Surulere Route 1,SR0003,ZOR Standard Order,Completed,7 Days,2026-04-08,NGN,83950,3869.0,80081.0,SAP,sales_admin1
SO101741,2026-03-13,CUST00085,BP500085,CRMORD-198891,SBC_NG,KA,BEV,South South Region,Port Harcourt Route 1,SR0013,ZFO Free-of-charge,Completed,14 Days,2026-03-15,NGN,53620,2972.4,50647.6,SAP,sales_admin2
SO101742,2026-04-28,CUST00109,BP500109,CRMORD-345041,SBC_NG,HORECA,BEV,South East Region,Umuahia Route 1,SR0057,ZOR Standard Order,Completed,14 Days,2026-04-29,NGN,127860,2557.2,125302.8,SAP,crm_sync
SO101743,2026-03-10,CUST00263,BP500263,,SBC_NG,GT,BEV,South South Region,Ugbowo Route 1,SR0081,ZOR Standard Order,Completed,7 Days,2026-03-12,NGN,1452600,95850.0,1356750.0,SAP,crm_sync
SO101744,2026-03-27,CUST00500,BP500500,CRMORD-660729,SBC_NG,DIST,BEV,South South Region,GRA Benin Route 1,SR0083,ZOR Standard Order,Completed,Cash,2026-03-28,NGN,215020,7668.8,207351.2,SAP,sales_admin1
SO101745,2026-01-24,CUST_DUP007,BP-DUP-007,CRMORD-615752,SBC_NG,DIST,BEV,South West Region,Challenge Route 2,SR0042,ZKA Key Account Order,Completed,30 Days,2026-01-29,NGN,211810,7774.4,204035.6,CRM API,sap_batch
SO101746,2026-04-15,CUST00352,BP500352,CRMORD-915974,SBC_NG,DIST,BEV,South West Region,Ibadan Route 2,SR0038,ZOR Standard Order,Completed,45 Days,2026-04-18,NGN,111850,9738.2,102111.8,SAP,sales_admin2
SO101747,2026-03-26,CUST00351,BP500351,CRMORD-428415,SBC_NG,MT,BEV,South South Region,Bonny Route 1,SR0021,ZOR Standard Order,Completed,30 Days,2026-03-28,NGN,75640,5453.0,70187.0,CRM API,regional_user
SO101748,2026-05-30,CUST00175,BP500175,CRMORD-148719,SBC_NG,MT,BEV,North West Region,Sabon Gari Route 2,SR0066,ZKA Key Account Order,Completed,Cash,2026-05-31,NGN,8900,267.0,8633.0,SAP,sap_batch
SO101749,2026-03-14,CUST00206,BP500206,CRMORD-546189,SBC_NG,HORECA,BEV,Lagos Region,Yaba Route 2,SR0012,ZOR Standard Order,Cancelled,Cash,2026-03-15,NGN,71670,5835.6,65834.4,SAP,regional_user
SO101750,2026-01-17,CUST00062,BP500062,CRMORD-863664,SBC_NG,KA,BEV,Lagos Region,Ajah Route 1,SR0005,ZOR Standard Order,Completed,Cash,2026-01-18,NGN,73440,3672.0,69768.0,SAP,crm_sync
SO101751,2026-04-14,CUST00389,BP500389,CRMORD-544286,SBC_NG,MT,BEV,North West Region,Sabon Gari Route 1,SR0065,ZOR Standard Order,Completed,7 Days,2026-04-14,NGN,45240,2408.4,42831.6,SAP,sales_admin1
SO101752,2026-01-27,CUST00554,BP500554,CRMORD-548626,SBC_NG,MT,BEV,South South Region,Bonny Route 1,SR0021,ZOR Standard Order,Completed,Cash,2026-01-27,NGN,240840,3236.4,237603.6,SAP,regional_user
SO101753,2026-01-06,CUSTX74275,,CRMORD-299429,SBC_NG,KA,BEV,North Central Region,Unmapped Territory,SR0012,ZOR Standard Order,Cancelled,14 Days,2026-01-08,NGN,127720,11337.6,116382.4,SAP,sales_admin1
SO101754,2026-04-08,CUST00130,BP500130,CRMORD-964473,SBC_NG,KA,BEV,North Central Region,Asokoro Route 2,SR0029,ZOR Standard Order,Completed,14 Days,2026-04-09,NGN,115200,5760.0,109440.0,SAP,crm_sync
SO101755,2026-02-06,CUST00038,BP500038,CRMORD-960754,SBC_NG,MT,BEV,North Central Region,Asokoro Route 2,SR0036,ZOR Standard Order,Completed,Cash,2026-02-08,NGN,787000,106350.0,680650.0,SAP,sales_admin1
SO101756,2026-03-25,CUST00272,BP500272,CRMORD-749389,SBC_NG,GT,BEV,South South Region,Ring Road Route 1,SR0085,ZOR Standard Order,Completed,Cash,2026-03-27,NGN,561520,3609.6,557910.4,SAP,regional_user
SO101757,2026-05-28,CUST00478,BP500478,CRMORD-906785,SBC_NG,MT,BEV,South West Region,Ibadan Route 1,SR0037,ZOR Standard Order,Completed,30 Days,2026-05-30,NGN,32720,1083.4,31636.6,SAP,crm_sync
SO101758,2026-05-23,CUST00144,BP500144,CRMORD-324197,SBC_NG,DIST,BEV,South South Region,Ugbowo Route 1,SR0081,ZKA Key Account Order,Blocked,7 Days,2026-05-28,NGN,231350,13431.5,217918.5,SAP,crm_sync
SO101759,2026-01-24,CUST00203,BP500203,CRMORD-230571,SBC_NG,DIST,BEV,North West Region,Fagge Route 2,SR0070,ZOR Standard Order,Completed,7 Days,2026-01-24,NGN,195460,2745.6,192714.4,CRM API,crm_sync
SO101760,2026-01-04,CUST00177,BP500177,CRMORD-864903,SBC_NG,HORECA,BEV,South East Region,Osisioma Route 1,SR0061,ZKA Key Account Order,Completed,Cash,2026-01-08,NGN,217300,7176.0,210124.0,SAP,regional_user
SO101761,2026-03-18,CUST00466,BP500466,,SBC_NG,KA,BEV,South South Region,GRA Benin Route 1,SR0083,ZOR Standard Order,Completed,14 Days,2026-03-20,NGN,129850,4385.2,125464.8,SAP,sales_admin1
SO101762,2026-03-21,CUST00362,BP500362,CRMORD-588811,SBC_NG,HORECA,BEV,North West Region,Barnawa Route 1,SR0073,ZOR Standard Order,Completed,Cash,2026-03-24,NGN,232120,1145.2,230974.8,SAP,sap_batch
SO101763,2026-01-09,CUST00341,BP500341,CRMORD-525032,SBC_NG,DIST,BEV,South South Region,Rumuokuta Route 1,SR0015,ZOR Standard Order,Completed,Cash,2026-01-10,NGN,47840,4040.8,43799.2,SAP,regional_user
SO101764,2026-02-15,CUST00489,BP500489,CRMORD-578073,SBC_NG,KA,BEV,South East Region,Ekwulobia Route 1,SR0093,ZOR Standard Order,Completed,7 Days,2026-02-17,NGN,19070,0.0,19070.0,SAP,regional_user
SO101765,2026-05-07,CUST00116,BP500116,CRMORD-920927,SBC_NG,KA,BEV,South South Region,Oyigbo Route 2,SR0024,ZCR Credit Order,Completed,Cash,2026-05-11,NGN,158330,2698.7,155631.3,SAP,regional_user
SO101766,2026-02-16,CUST_DUP026,BP-DUP-026,CRMORD-291711,SBC_NG,MT,BEV,South East Region,Umuahia Route 2,SR0058,ZKA Key Account Order,Open,Cash,2026-02-16,NGN,3220,0.0,3220.0,SAP,sales_admin1
SO101767,2026-04-19,CUSTX76345,,CRMORD-149331,SBC_NG,MT,BEV,South West Region,Unmapped Territory,SR0009,ZOR Standard Order,Completed,7 Days,2026-04-21,NGN,12560,0.0,12560.0,SAP,sales_admin1
SO101768,2026-05-09,CUST00142,BP500142,CRMORD-409525,SBC_NG,KA,BEV,North West Region,Barnawa Rte 2,SR0074,ZOR Standard Order,Completed,Cash,2026-05-11,NGN,59760,0.0,59760.0,Manual Excel Upload,regional_user
SO101769,2026-05-30,CUST00286,BP500286,CRMORD-327557,SBC_NG,MT,BEV,North Central Region,Kubwa Route 2,SR0032,ZOR Standard Order,Completed,Cash,2026-05-31,NGN,258180,9409.8,248770.2,SAP,sales_admin2
SO101770,2026-05-18,CUST00358,BP500358,CRMORD-784565,SBC_NG,KA,BEV,South South Region,Port Harcourt Route 2,SR0014,ZOR Standard Order,Completed,Cash,2026-05-23,NGN,11100,222.0,10878.0,SAP,regional_user
SO101771,2026-01-17,CUST00548,BP500548,CRMORD-536317,SBC_NG,KA,BEV,North Central Region,Wuse Route 2,SR0026,ZOR Standard Order,Blocked,7 Days,2026-01-18,NGN,32160,0.0,32160.0,SAP,sap_batch
SO101772,2026-01-01,CUST00317,BP500317,CRMORD-226082,SBC_NG,MT,BEV,South East Region,Ariaria Route 2,SR0060,ZOR Standard Order,Open,30 Days,2026-01-02,NGN,673080,66067.6,607012.4,SAP,regional_user
SO101773,2026-05-01,CUST00485,BP500485,CRMORD-721522,SBC_NG,DIST,BEV,South South Region,Oyigbo Route 2,SR0024,ZOR Standard Order,Blocked,Cash,2026-05-06,NGN,44560,0.0,44560.0,SAP,regional_user
SO101774,2026-01-20,CUST00027,BP500027,,SBC_NG,KA,BEV,South South Region,Trans-Amadi Route 2,SR0011,ZCR Credit Order,Open,14 Days,2026-01-22,NGN,112720,4034.4,108685.6,SAP,crm_sync
SO101775,2026-04-24,CUST00145,BP500145,CRMORD-902055,SBC_NG,HORECA,BEV,North Central Region,Garki Route 1,SR0027,ZKA Key Account Order,Partially Delivered,Cash,2026-04-26,NGN,98890,8304.5,90585.5,SAP,regional_user
SO101776,2026-04-02,CUST00049,BP500049,CRMORD-385693,SBC_NG,HORECA,BEV,Lagos Region,Ajah Route 1,SR0005,ZOR Standard Order,Completed,Cash,2026-04-04,NGN,430700,7650.0,423050.0,SAP,sales_admin1
SO101777,2026-02-15,CUST00134,BP500134,CRMORD-693398,SBC_NG,GT,BEV,Lagos Region,Apapa Route 2,SR0010,ZOR Standard Order,Completed,Cash,2026-02-16,NGN,169390,10258.0,159132.0,SAP,sap_batch
SO101778,2026-04-26,CUST00045,BP500045,CRMORD-907880,SBC_NG,MT,BEV,South East Region,Enugu Route 1,SR0047,ZOR Standard Order,Completed,Cash,2026-04-27,NGN,22650,2265.0,20385.0,SAP,sales_admin1
SO101779,2026-03-25,CUST00329,BP500329,CRMORD-855777,SBC_NG,GT,BEV,South South Region,Ugbowo Route 2,SR0082,ZOR Standard Order,Completed,7 Days,2026-03-30,NGN,537400,62196.0,475204.0,SAP,sales_admin2
SO101780,2026-03-07,CUST00239,BP500239,CRMORD-862251,SBC_NG,MT,BEV,Lagos Region,Lekki Route 2,SR0008,ZOR Standard Order,Completed,14 Days,2026-03-09,NGN,31800,2517.6,29282.4,SAP,sap_batch
SO101781,2026-05-05,CUST00043,BP500043,CRMORD-150518,SBC_NG,DIST,BEV,North West Region,Sabon Gari Route 1,SR0065,ZOR Standard Order,Completed,Cash,2026-05-09,NGN,6280,0.0,6280.0,SAP,crm_sync
SO101782,2026-01-31,CUST00260,BP500260,CRMORD-522915,SBC_NG,DIST,BEV,Lagos Region,Yaba Route 2,SR0012,ZOR Standard Order,Completed,Cash,2026-02-01,NGN,19520,382.0,19138.0,SAP,regional_user
SO101783,2026-05-18,CUST00043,BP500043,CRMORD-466342,SBC_NG,DIST,BEV,North West Region,Sabon Gari Route 1,SR0065,ZOR Standard Order,Completed,Cash,2026-05-23,NGN,55030,3407.5,51622.5,CRM API,sap_batch
SO101784,2026-03-08,CUST_DUP013,BP-DUP-013,CRMORD-430215,SBC_NG,MT,BEV,South East Region,Onitsha Route 1,SR0087,ZOR Standard Order,Completed,7 Days,2026-03-10,NGN,754520,42920.0,711600.0,SAP,sap_batch
SO101785,2026-01-05,CUST00584,BP500584,CRMORD-183939,SBC_NG,MT,BEV,North Central Region,Wuse Route 2,SR0026,ZCR Credit Order,Completed,45 Days,2026-01-07,NGN,3400,0.0,3400.0,SAP,sap_batch
SO101786,2026-03-14,CUST00055,BP500055,CRMORD-793706,SBC_NG,MT,BEV,North West Region,Sabon Tasha Route 1,SR0077,ZOR Standard Order,Completed,30 Days,2026-03-16,NGN,227460,1869.0,225591.0,SAP,regional_user
SO101787,2026-03-31,CUST_DUP025,BP-DUP-025,CRMORD-825689,SBC_NG,MT,BEV,South East Region,Umuahia Rte 2,SR0058,ZCR Credit Order,Completed,Cash,2026-03-31,NGN,32400,1620.0,30780.0,SAP,crm_sync
SO101788,2026-01-15,CUST00086,BP500086,CRMORD-267436,SBC_NG,MT,BEV,South South Region,Port Harcourt Route 1,SR0013,ZOR Standard Order,Completed,Cash,2026-01-16,NGN,242800,6423.0,236377.0,SAP,sales_admin2
SO101789,2026-05-19,CUST00366,BP500366,CRMORD-434474,SBC_NG,GT,BEV,North Central Region,Garki Route 1,SR0027,ZOR Standard Order,Completed,30 Days,2026-05-20,NGN,80580,891.6,79688.4,SAP,regional_user
SO101790,2026-01-10,CUST00021,BP500021,CRMORD-708303,SBC_NG,HORECA,BEV,Lagos Region,Lekki Route 1,SR0007,ZOR Standard Order,Completed,Cash,2026-01-12,NGN,408320,32608.8,375711.2,SAP,crm_sync
SO101791,2026-01-21,CUST00373,BP500373,CRMORD-193267,SBC_NG,DIST,BEV,Lagos Region,Lekki Route 2,SR0008,ZKA Key Account Order,Partially Delivered,Cash,2026-01-23,NGN,166850,547.5,166302.5,SAP,sales_admin2
SO101792,2026-03-20,CUST00120,BP500120,CRMORD-297357,SBC_NG,DIST,BEV,North West Region,Fagge Route 1,SR0069,ZOR Standard Order,Completed,30 Days,2026-03-21,NGN,216700,15169.0,201531.0,SAP,sales_admin2
SO101793,2026-05-27,CUST00587,BP500587,CRMORD-780413,SBC_NG,MT,BEV,North West Region,Fagge Route 2,SR0070,ZOR Standard Order,Partially Delivered,30 Days,2026-05-29,NGN,109680,11724.0,97956.0,SAP,sales_admin1
SO101794,2026-02-19,CUST00400,BP500400,CRMORD-985116,SBC_NG,HORECA,BEV,South East Region,New Haven Route 2,SR0050,ZCR Credit Order,Completed,Cash,2026-02-21,NGN,21050,1991.0,19059.0,SAP,regional_user
SO101795,2026-02-12,CUST00432,BP500432,CRMORD-125966,SBC_NG,DIST,BEV,South East Region,Abakpa Route 1,SR0051,ZOR Standard Order,Completed,30 Days,2026-02-15,NGN,401120,49115.2,352004.8,SAP,sales_admin1
SO101796,2026-04-09,CUST00165,BP500165,CRMORD-971067,SBC_NG,MT,BEV,North Central Region,Kubwa Route 1,SR0031,ZOR Standard Order,Partially Delivered,7 Days,2026-04-09,NGN,386250,0.0,386250.0,SAP,crm_sync
SO101797,2026-04-24,CUST00011,BP500011,CRMORD-277118,SBC_NG,HORECA,BEV,North West Region,Kawo Route 2,SR0076,ZOR Standard Order,Completed,30 Days,2026-04-29,NGN,131040,6304.2,124735.8,SAP,sap_batch
SO101798,2026-03-20,CUST00198,BP500198,CRMORD-213483,SBC_NG,HORECA,BEV,South South Region,Eleme Route 1,SR0019,ZOR Standard Order,Completed,7 Days,2026-03-24,NGN,106180,11064.0,95116.0,SAP,crm_sync
SO101799,2026-03-12,CUST00569,BP500569,CRMORD-354490,SBC_NG,KA,BEV,South East Region,Umuahia Route 2,SR0058,ZOR Standard Order,Completed,14 Days,2026-03-17,NGN,328500,22995.0,305505.0,SAP,sales_admin1
SO101800,2026-05-11,CUST00544,BP500544,CRMORD-949030,SBC_NG,DIST,BEV,North West Region,Kawo Route 1,SR0075,ZOR Standard Order,Completed,30 Days,2026-05-16,NGN,100860,3742.2,97117.8,SAP,crm_sync
SO101801,2026-01-30,CUST00376,BP500376,CRMORD-630562,SBC_NG,KA,BEV,South East Region,Aba Route 2,SR0056,ZOR Standard Order,Partially Delivered,14 Days,2026-01-30,NGN,286320,4176.0,282144.0,SAP,sap_batch
SO101802,2026-03-02,CUST_DUP014,BP-DUP-014,CRMORD-532035,SBC_NG,DIST,BEV,South East Region,Independence Layout Route 2,SR0054,ZOR Standard Order,Blocked,30 Days,2026-03-06,NGN,3760,75.2,3684.8,SAP,sap_batch
SO101803,2026-02-15,CUST00047,BP500047,CRMORD-722762,SBC_NG,GT,BEV,North West Region,Kawo Route 1,SR0075,ZOR Standard Order,Open,Cash,2026-02-18,NGN,325700,38359.5,287340.5,SAP,regional_user
SO101804,2026-05-03,CUST00584,BP500584,CRMORD-425760,SBC_NG,GT,BEV,North Central Region,Wuse Route 2,SR0026,ZOR Standard Order,Completed,45 Days,2026-05-06,NGN,108420,0.0,114516.46,SAP,sales_admin1
SO101805,2026-05-22,CUST00584,BP500584,CRMORD-481712,SBC_NG,MT,BEV,North Central Region,Wuse Route 2,SR0026,ZOR Standard Order,Completed,45 Days,2026-05-26,NGN,17520,0.0,17520.0,SAP,crm_sync
SO101806,2026-05-11,CUST00124,BP500124,CRMORD-770793,SBC_NG,KA,BEV,South East Region,Nnewi Route 1,SR0091,ZCR Credit Order,Completed,30 Days,2026-05-13,NGN,50040,1000.8,49039.2,SAP,sap_batch
SO101807,2026-03-14,CUST00333,BP500333,CRMORD-552303,SBC_NG,KA,BEV,South West Region,Challenge Route 2,SR0042,ZCR Credit Order,Completed,Cash,2026-03-18,NGN,128700,12870.0,115830.0,SAP,sales_admin2
SO101808,2026-03-02,CUST00573,BP500573,CRMORD-843342,SBC_NG,KA,BEV,South South Region,GRA Benin Route 2,SR0084,ZCR Credit Order,Completed,30 Days,2026-03-05,NGN,33660,783.0,32877.0,CRM API,sales_admin2
SO101809,2026-02-07,CUST00249,BP500249,CRMORD-791649,SBC_NG,GT,BEV,South South Region,Eleme Route 2,SR0020,ZOR Standard Order,Completed,Cash,2026-02-09,NGN,45950,0.0,45950.0,SAP,sap_batch
SO101810,2026-03-29,CUST00528,BP500528,CRMORD-707129,SBC_NG,MT,BEV,South East Region,Awka Route 1,SR0048,ZOR Standard Order,Completed,30 Days,2026-03-29,NGN,23800,500.0,23300.0,SAP,crm_sync
SO101811,2026-02-21,CUST00560,BP500560,CRMORD-831918,SBC_NG,GT,BEV,Lagos Region,Ajah Route 1,SR0009,ZOR Standard Order,Completed,7 Days,2026-02-23,NGN,127690,2641.5,125048.5,SAP,sap_batch
SO101812,2026-04-15,CUST00176,BP500176,CRMORD-515613,SBC_NG,DIST,BEV,South East Region,Ariaria Route 1,SR0059,ZOR Standard Order,Completed,Cash,2026-04-17,NGN,162280,3684.4,158595.6,SAP,sap_batch
SO101813,2026-05-29,CUST00449,BP500449,,SBC_NG,DIST,BEV,South South Region,Rumuokuta Route 1,SR0015,ZOR Standard Order,Open,30 Days,2026-06-01,NGN,1428250,147198.0,1281052.0,Manual Excel Upload,regional_user
SO101814,2026-01-07,CUST00186,BP500186,CRMORD-660046,SBC_NG,HORECA,BEV,South East Region,Enugu Route 2,SR0048,ZOR Standard Order,Partially Delivered,Cash,2026-01-12,NGN,167070,3909.6,163160.4,SAP,sap_batch
SO101815,2026-01-09,CUST00531,BP500531,CRMORD-920891,SBC_NG,MT,BEV,South South Region,Ring Road Route 2,SR0086,ZOR Standard Order,Partially Delivered,30 Days,2026-01-10,NGN,375600,22788.0,352812.0,SAP,regional_user
SO101816,2026-04-23,CUST00291,BP500291,CRMORD-169566,SBC_NG,MT,BEV,South West Region,Ibadan Route 2,SR0038,ZOR Standard Order,Completed,7 Days,2026-04-25,NGN,143650,7437.2,136212.8,SAP,sales_admin1
