order_id,delivery_id,invoice_id,delivery_date,invoice_date,delivery_status,invoice_status,ordered_cases,confirmed_cases,delivered_cases,invoice_value,return_cases,return_reason,proof_of_delivery,payment_status
SO101827,DLV315308,INV797872,2026-01-06,2026-01-09,Delivered,Invoiced,29,29,29,100291.2,1,Customer rejected,Pending,Paid
SO101828,DLV473605,INV890209,2026-02-09,2026-02-09,Delivered,Invoiced,24,17,17,60910.43,0,,Yes,Unpaid
SO101829,DLV488095,INV815525,2026-04-23,2026-04-23,Delivered,Invoiced,104,104,104,116864.4,0,,No,Paid
SO101830,DLV476399,INV824058,2026-04-09,2026-04-09,Delivered,Invoiced,11,9,9,21583.64,0,,Yes,Partially Paid
SO101831,DLV455327,INV857170,2026-02-19,2026-02-19,Delivered,Invoiced,6,6,6,11820.0,0,,Yes,Paid
SO101832,DLV395612,INV735877,2026-05-06,2026-05-07,Partially Delivered,Invoiced,19,19,10,32089.58,0,,Yes,Paid
SO101833,DLV381403,INV759896,2026-02-02,2026-02-02,Delivered,Cancelled Invoice,30,30,30,54150.0,0,,Yes,
SO101834,DLV320583,INV841457,2026-03-20,2026-03-21,Delivered,Invoiced,51,51,51,263174.8,0,,Yes,Unpaid
SO101835,,,,,Not Delivered,Not Invoiced,5,5,0,0.0,0,,,
SO101836,DLV362801,INV863836,2026-01-05,2026-01-08,Delivered,Invoiced,31,31,31,53509.6,0,,Yes,Paid
SO101837,DLV401995,INV850648,2026-01-20,2026-01-21,Partially Delivered,Invoiced,18,18,9,67421.5,0,,Yes,Partially Paid
SO101838,DLV377012,INV891244,2026-05-17,2026-05-18,Delivered,Invoiced,105,105,105,310596.0,0,,Yes,Partially Paid
SO101839,DLV409375,INV747689,2026-03-10,2026-03-13,Delivered,Partially Invoiced,21,21,21,67651.5,0,,Yes,Paid
SO101840,DLV434342,INV797458,2026-03-31,2026-04-01,Partially Delivered,Invoiced,126,126,54,137183.83,10,Short delivery claim,Yes,Paid
SO101841,DLV430777,INV740081,2026-05-06,2026-05-06,Delivered,Invoiced,32,32,32,113184.0,0,,Yes,Paid
SO101842,DLV409312,INV716950,2026-03-01,2026-03-02,Delivered,Invoiced,22,22,22,67298.0,0,,Yes,Paid
SO101843,DLV385623,INV884005,2026-02-17,2026-02-20,Delivered,Invoiced,57,57,57,241774.3,0,,Yes,Unpaid
SO101844,DLV463426,INV831817,2026-05-21,2026-05-21,Delivered,Invoiced,24,23,23,69929.58,0,,Yes,Partially Paid
SO101845,DLV406345,INV869609,2026-05-04,2026-05-04,Delivered,Invoiced,47,47,47,135402.0,0,,Pending,Paid
SO101846,DLV312199,INV812328,2026-03-30,2026-03-30,Delivered,Invoiced,32,32,32,70013.8,0,,Pending,Partially Paid
SO101847,DLV370883,INV726881,2026-04-25,2026-04-28,Delivered,Invoiced,26,26,26,84017.0,0,,Yes,Paid
SO101848,DLV423604,INV736193,2026-02-11,2026-02-13,Delivered,Invoiced,38,37,37,171901.61,0,,Yes,Overdue
SO101849,DLV450992,INV719188,2026-02-26,2026-02-27,Delivered,Invoiced,739,739,739,3564915.9,0,,Yes,Overdue
SO101850,DLV393721,INV845402,2026-06-03,2026-06-03,Delivered,Partially Invoiced,127,120,120,394110.61,0,,Yes,Paid
SO101851,,,,,Not Delivered,Not Invoiced,10,10,0,0.0,0,,,
SO101852,DLV417246,INV714134,2026-03-05,2026-03-06,Partially Delivered,Invoiced,6,6,4,14899.2,0,,Pending,Paid
SO101853,DLV410085,INV889914,2026-03-07,2026-03-07,Partially Delivered,Invoiced,1,0,0,0.0,0,,No,Paid
SO101854,DLV429478,,2026-01-31,,Delivered,Not Invoiced,29,29,29,0.0,0,,Pending,
SO101855,,,,,Not Delivered,Not Invoiced,264,235,0,0.0,0,,,
SO101856,DLV421604,INV876817,2026-05-09,2026-05-09,Delivered,Invoiced,56,56,56,142230.8,0,,Pending,Overdue
SO101857,DLV309538,INV858782,2026-05-23,2026-05-23,Delivered,Partially Invoiced,40,40,40,69189.5,0,,No,Paid
SO101858,DLV315708,INV705259,2026-05-26,2026-05-28,Delivered,Invoiced,27,27,27,96940.8,0,,Yes,Paid
SO101859,DLV425947,INV858961,2026-01-28,2026-01-28,Delivered,Partially Invoiced,91,91,91,457317.0,0,,Yes,Paid
SO101860,DLV423984,INV896108,2026-05-13,2026-05-14,Delivered,Partially Invoiced,7,7,7,38210.2,0,,Yes,Paid
SO101861,DLV351182,INV730084,2026-03-21,2026-03-21,Delivered,Invoiced,4,4,4,28086.0,0,,Yes,Partially Paid
SO101862,DLV422560,INV833456,2026-03-24,2026-03-25,Delivered,Invoiced,236,236,236,765094.0,0,,Yes,Paid
SO101863,DLV423327,INV889926,2026-04-10,2026-04-13,Delivered,Invoiced,22,22,22,81465.2,0,,Yes,Paid
SO101864,DLV483634,INV745881,2026-02-15,2026-02-18,Partially Delivered,Partially Invoiced,176,176,98,327262.09,0,,Yes,Paid
SO101865,,,,,Not Delivered,Not Invoiced,65,55,0,0.0,0,,,
SO101866,DLV321421,INV863315,2026-02-06,2026-02-08,Delivered,Partially Invoiced,141,133,133,329967.62,0,,Yes,Paid
SO101867,DLV427732,INV887551,2026-01-19,2026-01-20,Delivered,Invoiced,31,27,27,128905.4,0,,Yes,Paid
SO101868,DLV367901,INV811132,2026-03-07,2026-03-07,Partially Delivered,Invoiced,16,14,6,19154.25,0,,Yes,Overdue
SO101869,DLV329725,INV863908,2026-05-07,2026-05-08,Delivered,Invoiced,43,43,43,173295.2,0,,Yes,Unpaid
SO101870,DLV347933,INV788308,2026-05-15,2026-05-15,Delivered,Invoiced,35,24,24,145762.01,0,,No,Paid
SO101871,DLV496301,INV793198,2026-04-08,2026-04-09,Delivered,Invoiced,10,10,10,37504.8,0,,No,Unpaid
SO101872,DLV350949,INV744721,2026-01-29,2026-01-29,Delivered,Cancelled Invoice,11,11,11,22930.0,0,,Yes,
SO101873,DLV427790,INV884435,2026-04-27,2026-04-28,Delivered,Invoiced,141,141,141,494525.4,0,,Yes,Paid
SO101874,DLV366111,INV846132,2026-01-25,2026-01-27,Partially Delivered,Invoiced,6,3,2,4600.0,0,,Yes,Paid
SO101875,DLV300352,INV802378,2026-05-02,2026-05-02,Delivered,Invoiced,68,43,43,77615.0,0,,Yes,Paid
SO101876,DLV444446,INV870386,2026-02-21,2026-02-23,Partially Delivered,Invoiced,28,28,18,49574.06,0,,Yes,Overdue
SO101877,DLV468759,INV847356,2026-03-25,2026-03-27,Delivered,Invoiced,21,21,21,62744.0,0,,Yes,Paid
SO101878,DLV402433,INV862553,2026-03-26,2026-03-26,Delivered,Invoiced,270,270,270,263925.0,0,,Yes,Overdue
SO101879,,,,,Not Delivered,Not Invoiced,5,5,0,0.0,0,,,
SO101880,,,,,Not Delivered,Not Invoiced,30,30,0,0.0,0,,,
SO101881,DLV441857,INV864781,2026-01-12,2026-01-12,Delivered,Invoiced,22,19,19,67350.25,0,,Yes,Paid
SO101882,DLV312717,INV850828,2026-03-28,2026-03-31,Delivered,Invoiced,4,4,4,9055.2,0,,Yes,Unpaid
SO101883,DLV374375,INV722567,2026-04-04,2026-04-04,Delivered,Invoiced,60,60,60,286050.0,0,,Yes,Partially Paid
SO101884,DLV460778,INV836039,2026-04-01,2026-04-04,Delivered,Invoiced,85,85,85,286826.1,0,,Yes,Paid
SO101885,DLV380650,INV747131,2026-03-16,2026-03-18,Partially Delivered,Invoiced,7,7,5,20577.86,0,,Yes,Partially Paid
SO101886,DLV354933,INV866121,2026-02-05,2026-02-06,Delivered,Invoiced,46,46,46,178330.0,0,,Yes,Overdue
SO101887,DLV496408,INV846408,2026-01-31,2026-02-02,Delivered,Invoiced,61,58,58,175044.48,0,,Yes,Paid
SO101888,DLV352810,INV782680,2026-05-16,2026-05-16,Delivered,Invoiced,2,2,2,11000.0,0,,Yes,Paid
SO101889,DLV381746,INV865136,2026-02-14,2026-02-15,Delivered,Invoiced,59,59,59,201595.8,0,,Yes,Paid
SO101890,,,,,Not Delivered,Not Invoiced,35,28,0,0.0,0,,,
SO101891,DLV314494,INV878130,2026-02-11,2026-02-13,Delivered,Invoiced,39,39,39,229500.0,0,,Yes,Partially Paid
SO101892,,,,,Not Delivered,Not Invoiced,9,9,0,0.0,0,,,
SO101893,DLV407734,INV718649,2026-05-26,2026-05-27,Delivered,Invoiced,5,5,5,18240.0,0,,Yes,Paid
SO101894,DLV381204,INV817384,2026-03-03,2026-03-04,Delivered,Invoiced,16,16,16,52364.5,0,,Yes,Overdue
SO101895,,,,,Not Delivered,Not Invoiced,18,18,0,0.0,0,,,
SO101896,DLV378537,INV807849,2026-01-10,2026-01-13,Delivered,Cancelled Invoice,98,98,98,296667.8,0,,Yes,
SO101897,DLV386115,INV804532,2026-03-02,2026-03-03,Delivered,Invoiced,35,35,35,61845.0,0,,Yes,Unpaid
SO101898,DLV484746,INV829657,2026-05-01,2026-05-02,Delivered,Invoiced,30,30,30,14163.7,0,,Yes,Paid
SO101899,DLV355235,INV830300,2026-03-30,2026-04-02,Delivered,Invoiced,8,8,8,16640.0,0,,Yes,Paid
SO101900,DLV375144,INV897297,2026-05-19,2026-05-19,Delivered,Invoiced,10,10,10,35587.5,0,,Yes,Paid
SO101901,DLV390251,INV863762,2026-05-02,2026-05-05,Delivered,Invoiced,18,18,18,38121.4,0,,Yes,Unpaid
SO101902,DLV307176,INV720428,2026-06-05,2026-06-07,Partially Delivered,Invoiced,21,21,9,27822.0,0,,No,Unpaid
SO101903,DLV446790,INV879885,2026-05-16,2026-05-16,Delivered,Invoiced,39,33,33,68873.54,0,,Yes,Overdue
SO101904,DLV482199,INV821285,2026-04-14,2026-04-14,Partially Delivered,Invoiced,26,23,15,39665.71,0,,Yes,Partially Paid
SO101905,DLV420167,INV815066,2026-04-02,2026-04-02,Partially Delivered,Invoiced,24,24,20,71780.0,0,,Yes,Partially Paid
SO101906,DLV373406,INV854132,2026-01-04,2026-01-05,Delivered,Invoiced,22,22,22,55880.2,0,,Yes,Paid
SO101907,DLV356011,INV732514,2026-02-09,2026-02-11,Delivered,Invoiced,146,99,99,392203.82,1,Customer rejected,Pending,Paid
SO101908,DLV343869,INV839989,2026-01-19,2026-01-19,Partially Delivered,Invoiced,8,8,7,23546.25,0,,Yes,Unpaid
SO101909,DLV475768,INV815058,2026-04-17,2026-04-19,Delivered,Invoiced,86,86,86,265230.0,0,,Yes,Paid
SO101910,DLV350337,INV727263,2026-01-28,2026-01-29,Delivered,Invoiced,253,253,253,543509.0,0,,Yes,Overdue
SO101911,DLV311301,INV802126,2026-05-10,2026-05-12,Delivered,Invoiced,105,105,105,236628.0,0,,Yes,Overdue
SO101912,DLV468835,INV874967,2026-03-18,2026-03-18,Delivered,Invoiced,17,17,17,28900.0,0,,Yes,Partially Paid
SO101913,DLV404995,INV750700,2026-01-28,2026-01-31,Delivered,Invoiced,9,25,25,158576.67,0,,Yes,Paid
SO101914,,,,,Not Delivered,Not Invoiced,58,58,0,0.0,0,,,
SO101915,DLV366903,INV896268,2026-03-31,2026-04-01,Delivered,Invoiced,122,104,141,504902.51,0,,Pending,Paid
SO101916,DLV308228,INV783197,2026-03-07,2026-03-07,Partially Delivered,Invoiced,10,10,4,8206.4,0,,Yes,Paid
SO101917,DLV443740,INV857074,2026-05-13,2026-05-16,Delivered,Invoiced,15,13,13,58273.8,0,,Yes,Unpaid
SO101918,DLV398229,INV720650,2026-01-11,2026-01-11,Partially Delivered,Invoiced,163,163,90,231481.1,0,,Yes,Unpaid
SO101919,DLV381433,INV828971,2026-01-30,2026-01-31,Delivered,Invoiced,6,6,6,18900.0,0,,Yes,Paid
SO101920,DLV353292,INV793335,2026-02-27,2026-02-27,Delivered,Invoiced,3,3,3,12240.0,1,Wrong SKU delivered,Yes,Paid
SO101921,,,,,Not Delivered,Not Invoiced,54,54,0,0.0,0,,,
SO101922,DLV383889,INV859248,2026-04-12,2026-04-13,Delivered,Invoiced,11,11,11,53240.0,0,,Pending,Paid
SO101923,DLV404456,INV885462,2026-04-25,2026-04-26,Delivered,Invoiced,171,171,171,366549.3,0,,Yes,Overdue
SO101924,DLV416405,INV710835,2026-04-29,2026-04-29,Delivered,Partially Invoiced,8,7,7,12535.43,0,,Yes,Paid
SO101925,DLV407304,INV793588,2026-05-16,2026-05-17,Partially Delivered,Invoiced,109,109,42,188390.23,0,,Pending,Paid
SO101926,DLV453615,INV711568,2026-03-17,2026-03-17,Delivered,Invoiced,3,3,3,5730.0,1,Expired/near expiry,Yes,Partially Paid
SO101927,DLV320631,INV821812,2026-05-10,2026-05-10,Delivered,Invoiced,15,15,15,55300.0,0,,Yes,Paid
SO101928,DLV375013,INV892171,2026-01-12,2026-01-13,Delivered,Invoiced,13,13,13,26520.8,2,Customer rejected,Yes,Paid
SO101929,DLV468337,INV815762,2026-01-16,2026-01-16,Delivered,Cancelled Invoice,340,340,340,1069689.6,0,,No,
SO101930,DLV461432,,2026-01-22,,Delivered,Not Invoiced,2,2,2,0.0,0,,Yes,
SO101931,DLV437080,INV771647,2026-04-08,2026-04-10,Delivered,Invoiced,9,9,9,18720.0,0,,Yes,Paid
SO101932,DLV447567,INV776304,2026-03-17,2026-03-19,Delivered,Invoiced,9,9,9,32850.0,0,,Yes,Overdue
SO101933,DLV339239,INV771779,2026-02-17,2026-02-18,Delivered,Invoiced,706,627,627,1620184.61,0,,Yes,Unpaid
SO101934,DLV365881,INV859170,2026-04-09,2026-04-12,Delivered,Invoiced,8,8,10,16808.0,0,,Pending,Paid
SO101935,,,,,Not Delivered,Not Invoiced,18,18,0,0.0,0,,,
SO101936,DLV398209,INV897496,2026-05-28,2026-05-30,Partially Delivered,Invoiced,3,2,1,1750.0,0,,Yes,Paid
SO101937,DLV446749,INV793957,2026-01-27,2026-01-28,Delivered,Invoiced,32,32,32,50124.8,0,,Pending,Partially Paid
SO101938,,,,,Not Delivered,Not Invoiced,44,44,0,0.0,0,,,
SO101939,DLV425476,INV719438,2026-03-17,2026-03-19,Delivered,Invoiced,38,35,35,64872.41,1,Wrong SKU delivered,Pending,Unpaid
SO101940,DLV318038,INV819901,2026-05-26,2026-05-18,Delivered,Invoiced,172,172,172,344934.4,0,,Yes,Paid
SO101941,DLV415036,INV895047,2026-04-18,2026-04-20,Delivered,Invoiced,12,12,12,29883.2,0,,Yes,Unpaid
SO101942,DLV373926,INV856502,2026-03-30,2026-03-31,Delivered,Invoiced,3,3,3,5130.0,0,,Yes,Overdue
SO101943,DLV474876,INV704095,2026-01-17,2026-01-19,Delivered,Invoiced,65,65,65,207723.2,0,,Pending,Paid
SO101944,DLV428199,INV736265,2026-03-28,2026-03-30,Delivered,Invoiced,31,31,31,129554.7,0,,Yes,Partially Paid
SO101945,DLV381538,INV853849,2026-03-10,2026-03-12,Delivered,Invoiced,21,21,21,116970.0,0,,Yes,Paid
SO101946,DLV376644,INV857810,2026-02-20,2026-02-21,Delivered,Invoiced,8,8,8,32720.0,0,,Yes,Unpaid
SO101947,DLV348192,INV842253,2026-04-10,2026-04-11,Partially Delivered,Partially Invoiced,102,102,36,151161.18,0,,Yes,Paid
SO101948,DLV372759,INV804391,2026-03-30,2026-03-30,Delivered,Invoiced,14,14,14,25533.0,0,,Yes,Overdue
SO101949,DLV356900,INV732922,2026-03-09,2026-03-11,Delivered,Invoiced,10,10,10,16821.2,0,,Yes,Overdue
SO101950,DLV412027,INV813889,2026-01-24,2026-01-26,Partially Delivered,Invoiced,22,22,10,33452.55,0,,Yes,Paid
SO101951,DLV436196,INV737681,2026-01-27,2026-01-27,Delivered,Invoiced,1,1,1,1970.0,0,,Yes,Paid
SO101952,,,,,Not Delivered,Not Invoiced,32,32,0,0.0,0,,,
SO101953,,,,,Not Delivered,Not Invoiced,75,75,0,0.0,0,,,
SO101954,DLV473306,INV875570,2026-05-07,2026-05-10,Partially Delivered,Invoiced,35,35,13,36913.61,0,,Yes,Paid
SO101955,DLV392613,INV801138,2026-05-27,2026-05-27,Partially Delivered,Invoiced,13,13,11,32081.5,0,,Yes,Paid
SO101956,,,,,Not Delivered,Not Invoiced,61,55,0,0.0,0,,,
SO101957,DLV470473,INV832201,2026-01-02,2026-01-03,Delivered,Cancelled Invoice,24,24,24,91924.1,0,,Pending,
SO101958,,,,,Not Delivered,Not Invoiced,11,9,0,0.0,0,,,
SO101959,DLV476975,INV756364,2026-03-04,2026-03-04,Delivered,Invoiced,34,34,34,108799.6,0,,Yes,Partially Paid
SO101960,DLV312854,INV731976,2026-02-26,2026-02-27,Delivered,Invoiced,139,139,139,678606.0,0,,Yes,Paid
SO101961,DLV375447,INV856571,2026-04-29,2026-04-29,Delivered,Invoiced,12,6,6,9861.0,0,,Yes,Paid
SO101962,DLV437941,INV812919,2026-06-10,2026-06-12,Delivered,Invoiced,80,77,77,188499.37,0,,Pending,Partially Paid
SO101963,,,,,Not Delivered,Not Invoiced,46,46,0,0.0,0,,,
SO101964,DLV309901,,2026-04-27,,Delivered,Not Invoiced,14,14,14,0.0,0,,Yes,
SO101965,DLV452098,INV812733,2026-05-25,2026-05-25,Delivered,Invoiced,63,63,63,244988.4,0,,No,Paid
SO101966,DLV439498,,2026-01-04,,Delivered,Not Invoiced,2,2,2,0.0,0,,Yes,
SO101967,DLV492078,INV800014,2026-04-23,2026-04-24,Partially Delivered,Invoiced,44,44,31,85812.51,0,,Yes,Unpaid
SO101968,,,,,Not Delivered,Not Invoiced,8,8,0,0.0,0,,,
SO101969,DLV387181,INV709285,2026-02-22,2026-02-23,Delivered,Invoiced,80,66,66,134508.0,0,,Yes,Paid
SO101970,,,,,Not Delivered,Not Invoiced,35,35,0,0.0,0,,,
SO101971,DLV304071,INV812600,2026-05-02,2026-05-05,Delivered,Invoiced,26,26,26,49200.0,0,,Yes,Partially Paid
SO101972,DLV325147,INV877546,2026-05-31,2026-06-01,Partially Delivered,Invoiced,6,6,2,6824.17,0,,Yes,Paid
SO101973,,,,,Not Delivered,Not Invoiced,156,156,0,0.0,0,,,
SO101974,DLV322733,INV787839,2026-03-03,2026-03-06,Delivered,Invoiced,340,340,340,822340.0,0,,Yes,Paid
SO101975,DLV491944,INV887122,2026-01-30,2026-01-31,Delivered,Invoiced,18,18,18,50868.0,0,,Yes,Paid
SO101976,DLV429626,,2026-05-27,,Delivered,Not Invoiced,6,4,4,0.0,0,,No,
SO101977,DLV412702,INV743549,2026-01-24,2026-01-25,Partially Delivered,Partially Invoiced,20,20,11,21302.6,0,,Yes,Partially Paid
SO101978,,,,,Not Delivered,Not Invoiced,1152,1134,0,0.0,0,,,
SO101979,DLV387719,INV819326,2026-01-12,2026-01-12,Partially Delivered,Invoiced,208,175,102,205959.58,0,,Yes,Paid
SO101980,DLV391361,INV733464,2026-05-14,2026-05-15,Partially Delivered,Invoiced,58,48,28,47323.72,0,,Yes,Paid
SO101981,DLV480520,INV782416,2026-03-18,2026-03-18,Delivered,Invoiced,5,5,5,7807.3,0,,No,Paid
SO101982,DLV360429,INV816935,2026-05-08,2026-05-08,Partially Delivered,Partially Invoiced,96,96,37,68625.75,0,,Yes,Overdue
SO101983,DLV402201,INV898319,2026-03-29,2026-03-30,Delivered,Invoiced,2,2,2,5544.0,0,,Yes,Paid
SO101984,DLV390859,INV850893,2026-02-07,2026-02-08,Delivered,Invoiced,27,27,27,71666.0,0,,Yes,Paid
SO101985,DLV480748,INV834035,2026-03-11,2026-03-14,Delivered,Invoiced,35,28,28,56372.88,0,,Yes,Unpaid
SO101986,DLV387525,INV769823,2026-03-04,2026-03-06,Delivered,Invoiced,76,76,76,168234.0,0,,Yes,Partially Paid
SO101987,DLV480417,,2026-01-31,,Delivered,Not Invoiced,17,17,17,0.0,0,,Yes,
SO101988,DLV445268,INV753698,2026-05-08,2026-05-10,Delivered,Invoiced,13,13,13,56154.54,0,,Yes,Partially Paid
SO101989,DLV479049,INV761954,2026-03-26,2026-03-26,Delivered,Invoiced,21,18,18,63276.69,0,,Yes,Partially Paid
SO101990,DLV318673,INV852486,2026-03-12,2026-03-13,Partially Delivered,Invoiced,16,14,10,46000.0,0,,Yes,Unpaid
SO101991,,,,,Not Delivered,Not Invoiced,33,30,0,0.0,0,,,
SO101992,,,,,Not Delivered,Not Invoiced,35,24,0,0.0,0,,,
SO101993,DLV495749,INV838994,2026-03-13,2026-03-16,Delivered,Invoiced,4,4,4,10800.0,0,,Pending,Paid
SO101994,DLV386773,INV791565,2026-02-25,2026-02-25,Delivered,Invoiced,38,38,38,156180.0,0,,Yes,Paid
SO101995,DLV452590,INV888669,2026-03-06,2026-03-06,Delivered,Invoiced,64,64,64,140116.9,0,,Pending,Paid
SO101996,DLV405594,INV870368,2026-02-20,2026-02-20,Delivered,Invoiced,12,12,12,34992.0,1,Wrong SKU delivered,Yes,Paid
SO101997,DLV408552,INV776173,2026-04-14,2026-04-17,Delivered,Invoiced,19,19,19,49320.8,0,,Yes,Paid
SO101998,,,,,Not Delivered,Not Invoiced,31,24,0,0.0,0,,,
SO101999,DLV383123,INV892963,2026-05-12,2026-05-13,Delivered,Invoiced,10,10,10,38760.0,0,,Yes,Overdue
SO102000,DLV354319,INV886049,2026-01-12,2026-01-12,Partially Delivered,Invoiced,8,8,7,25584.3,0,,Yes,Partially Paid
SO102001,DLV365627,INV844614,2026-04-23,2026-04-24,Delivered,Invoiced,251,251,251,491878.6,0,,Pending,Unpaid
SO102002,DLV444060,,2026-03-10,,Delivered,Not Invoiced,20,20,20,0.0,0,,Yes,
SO102003,DLV385583,INV775582,2026-02-12,2026-02-13,Delivered,Invoiced,22,22,22,101359.6,0,,Yes,Paid
SO102004,DLV368063,INV798567,2026-05-28,2026-05-31,Delivered,Invoiced,3,3,3,9420.0,0,,Yes,Paid
SO102005,DLV459527,INV707923,2026-03-18,2026-03-19,Delivered,Invoiced,10,10,10,32331.6,0,,Yes,Paid
SO102006,,,,,Not Delivered,Not Invoiced,260,219,0,0.0,0,,,
SO102007,DLV332256,INV859976,2026-03-05,2026-03-05,Partially Delivered,Invoiced,6,6,4,7643.6,0,,Yes,Partially Paid
SO102008,DLV427712,INV886294,2026-04-23,2026-04-24,Delivered,Invoiced,49,40,40,179018.78,0,,Yes,Paid
SO102009,DLV496817,INV895457,2026-02-04,2026-02-04,Delivered,Invoiced,429,429,429,1048971.0,0,,Yes,Partially Paid
SO102010,DLV384260,INV719885,2026-04-03,2026-04-03,Delivered,Invoiced,32,21,21,63732.77,0,,Yes,Paid
SO102011,DLV489158,INV865711,2026-03-30,2026-03-31,Delivered,Invoiced,93,83,83,296608.0,0,,Yes,Paid
SO102012,,,,,Not Delivered,Not Invoiced,271,271,0,0.0,0,,,
SO102013,DLV329705,INV848757,2026-02-21,2026-02-22,Delivered,Partially Invoiced,38,38,38,110364.3,0,,Yes,Paid
SO102014,DLV379203,INV718728,2026-02-21,2026-02-24,Delivered,Invoiced,12,8,8,18185.33,1,Expired/near expiry,Yes,Unpaid
SO102015,,,,,Not Delivered,Not Invoiced,28,28,0,0.0,0,,,
SO102016,DLV347905,INV719760,2026-04-08,2026-04-11,Delivered,Invoiced,42,42,42,138373.9,0,,Yes,Overdue
SO102017,DLV485627,INV794451,2026-01-16,2026-01-19,Delivered,Partially Invoiced,8,8,8,26148.9,0,,Yes,Unpaid
SO102018,DLV441004,INV764127,2026-05-25,2026-05-27,Delivered,Invoiced,14,14,14,44400.0,0,,Yes,Paid
SO102019,,,,,Not Delivered,Not Invoiced,15,14,0,0.0,0,,,
SO102020,DLV467564,INV865517,2026-02-24,2026-02-12,Partially Delivered,Invoiced,17,17,9,52003.06,0,,Yes,Unpaid
SO102021,DLV394272,INV831960,2026-05-15,2026-05-16,Delivered,Invoiced,40,40,40,122934.9,0,,Yes,Unpaid
SO102022,DLV378878,INV848084,2026-02-08,2026-02-11,Partially Delivered,Invoiced,72,45,18,29835.0,0,,Yes,Partially Paid
SO102023,DLV316340,INV709156,2026-03-21,2026-03-22,Partially Delivered,Invoiced,6,6,5,9750.0,0,,Yes,Paid
SO102024,DLV492380,INV827012,2026-04-08,2026-04-11,Delivered,Invoiced,21,21,21,73888.5,0,,Yes,Paid
SO102025,DLV432890,INV711202,2026-03-07,2026-03-07,Partially Delivered,Invoiced,340,340,217,697004.0,0,,Yes,Overdue
SO102026,DLV440251,INV785219,2026-05-29,2026-06-01,Delivered,Invoiced,68,68,68,208122.4,0,,Yes,Overdue
SO102027,DLV498392,INV804625,2026-03-04,2026-03-05,Delivered,Invoiced,60,60,60,252425.6,0,,Yes,Paid
SO102028,DLV353429,INV859732,2026-02-28,2026-03-02,Delivered,Partially Invoiced,24,24,24,41733.0,0,,Yes,Paid
SO102029,,,,,Not Delivered,Not Invoiced,53,53,0,0.0,0,,,
SO102030,DLV407693,INV826020,2026-02-24,2026-02-24,Delivered,Invoiced,33,33,33,76940.0,0,,Pending,Paid
SO102031,DLV462793,INV705014,2026-03-03,2026-03-05,Partially Delivered,Invoiced,227,227,106,340756.47,0,,Yes,Overdue
SO102032,DLV333049,INV867105,2026-02-02,2026-02-02,Partially Delivered,Invoiced,28,11,6,15170.36,0,,Yes,Partially Paid
SO102033,DLV492310,INV863923,2026-01-26,2026-01-29,Delivered,Invoiced,52,43,43,93984.69,0,,Yes,Unpaid
SO102034,DLV358179,INV879937,2026-03-28,2026-03-30,Delivered,Invoiced,30,30,30,90185.9,0,,No,Partially Paid
SO102035,DLV405682,INV807065,2026-01-09,2026-01-09,Delivered,Invoiced,6,6,6,45300.0,0,,Yes,Unpaid
SO102036,DLV312836,INV805172,2026-04-23,2026-04-23,Delivered,Invoiced,30,28,28,84940.24,0,,Yes,Paid
SO102037,DLV414071,INV736714,2026-03-10,2026-03-10,Delivered,Invoiced,344,344,344,893272.8,0,,Yes,Unpaid
SO102038,DLV480324,INV861991,2026-05-01,2026-05-04,Partially Delivered,Invoiced,49,40,15,58639.13,0,,Yes,Paid
SO102039,DLV318870,INV721680,2026-03-06,2026-03-07,Delivered,Invoiced,19,19,19,54086.8,2,Customer rejected,Pending,Paid
SO102040,DLV324664,INV705180,2026-03-25,2026-03-25,Delivered,Invoiced,16,16,16,29916.0,0,,Yes,Unpaid
SO102041,DLV312272,INV757740,2026-04-08,2026-04-08,Delivered,Invoiced,48,44,44,132028.78,0,,Yes,Paid
SO102042,,,,,Not Delivered,Not Invoiced,101,98,0,0.0,0,,,
SO102043,DLV414365,INV851111,2026-05-07,2026-05-07,Delivered,Invoiced,35,35,35,249375.0,0,,Yes,Unpaid
SO102044,DLV360706,INV899066,2026-05-19,2026-05-20,Delivered,Invoiced,46,40,40,140974.43,0,,Yes,Paid
SO102045,DLV419802,INV731354,2026-03-09,2026-03-10,Delivered,Invoiced,3,3,3,9990.0,0,,Yes,Paid
SO102046,DLV387357,,2026-01-27,,Delivered,Not Invoiced,6,6,6,0.0,0,,Yes,
SO102047,,,,,Not Delivered,Not Invoiced,14,13,0,0.0,0,,,
SO102048,DLV467396,INV829744,2026-04-03,2026-04-04,Delivered,Invoiced,21,21,21,72347.6,0,,Yes,Partially Paid
SO102049,DLV410171,INV707293,2026-02-18,2026-02-20,Delivered,Invoiced,13,6,6,25754.4,0,,Yes,Paid
SO102050,DLV405596,,2026-05-03,,Delivered,Not Invoiced,98,91,91,0.0,0,,Yes,
SO102051,DLV444528,INV718459,2026-05-25,2026-05-25,Partially Delivered,Invoiced,16,16,11,22000.0,0,,Yes,Paid
SO102052,DLV318133,INV827877,2026-01-17,2026-01-20,Delivered,Invoiced,122,118,118,206882.05,0,,Yes,Unpaid
SO102053,DLV492212,INV786139,2026-05-23,2026-05-24,Partially Delivered,Partially Invoiced,28,28,14,48170.0,0,,Yes,Paid
SO102054,,,,,Not Delivered,Not Invoiced,58,57,0,0.0,0,,,
SO102055,,,,,Not Delivered,Not Invoiced,45,45,0,0.0,0,,,
