target_month,sales_rep_id,region,state,territory,category,target_cases,target_value
2026-02-01,SR0045,South West Region,Oyo,Mokola Route 1,Energy Drink,71,318800
2026-02-01,SR0045,South West Region,Oyo,Mokola Route 1,Malt Drink,137,509000
2026-02-01,SR0045,South West Region,Oyo,Mokola Route 1,Mixer,31,97000
2026-02-01,SR0045,South West Region,Oyo,Mokola Route 1,Tea Drink,56,198700
2026-02-01,SR0045,South West Region,Oyo,Mokola Route 1,Water,282,555100
2026-03-01,SR0045,South West Region,Oyo,Mokola Route 1,Carbonated Soft Drink,318,1111200
2026-03-01,SR0045,South West Region,Oyo,Mokola Route 1,Energy Drink,109,489400
2026-03-01,SR0045,South West Region,Oyo,Mokola Route 1,Malt Drink,152,564700
2026-03-01,SR0045,South West Region,Oyo,Mokola Route 1,Mixer,21,65700
2026-03-01,SR0045,South West Region,Oyo,Mokola Route 1,Tea Drink,64,227000
2026-03-01,SR0045,South West Region,Oyo,Mokola Route 1,Water,229,450700
2026-04-01,SR0045,South West Region,Oyo,Mokola Route 1,Carbonated Soft Drink,511,1785600
2026-04-01,SR0045,South West Region,Oyo,Mokola Route 1,Energy Drink,74,332300
2026-04-01,SR0045,South West Region,Oyo,Mokola Route 1,Malt Drink,88,326900
2026-04-01,SR0045,South West Region,Oyo,Mokola Route 1,Mixer,41,128200
2026-04-01,SR0045,South West Region,Oyo,Mokola Route 1,Tea Drink,78,276700
2026-04-01,SR0045,South West Region,Oyo,Mokola Route 1,Water,233,458600
2026-05-01,SR0045,South West Region,Oyo,Mokola Route 1,Carbonated Soft Drink,545,1904400
2026-05-01,SR0045,South West Region,Oyo,Mokola Route 1,Energy Drink,110,493900
2026-05-01,SR0045,South West Region,Oyo,Mokola Route 1,Malt Drink,148,549800
2026-05-01,SR0045,South West Region,Oyo,Mokola Route 1,Mixer,31,97000
2026-05-01,SR0045,South West Region,Oyo,Mokola Route 1,Tea Drink,103,365400
2026-05-01,SR0045,South West Region,Oyo,Mokola Route 1,Water,293,576700
2026-01-01,SR0046,South West Region,Oyo,Mokola Route 2,Carbonated Soft Drink,620,2166400
2026-01-01,SR0046,South West Region,Oyo,Mokola Route 2,Energy Drink,184,826200
2026-01-01,SR0046,South West Region,Oyo,Mokola Route 2,Malt Drink,189,702100
2026-01-01,SR0046,South West Region,Oyo,Mokola Route 2,Mixer,45,140700
2026-01-01,SR0046,South West Region,Oyo,Mokola Route 2,Tea Drink,82,290900
2026-01-01,SR0046,South West Region,Oyo,Mokola Route 2,Water,365,718400
2026-02-01,SR0046,South West Region,Oyo,Mokola Route 2,Carbonated Soft Drink,904,3158800
2026-02-01,SR0046,South West Region,Oyo,Mokola Route 2,Energy Drink,150,673500
2026-02-01,SR0046,South West Region,Oyo,Mokola Route 2,Malt Drink,231,858200
2026-02-01,SR0046,South West Region,Oyo,Mokola Route 2,Mixer,56,175100
2026-02-01,SR0046,South West Region,Oyo,Mokola Route 2,Tea Drink,103,365400
2026-02-01,SR0046,South West Region,Oyo,Mokola Route 2,Water,322,633800
2026-03-01,SR0046,South West Region,Oyo,Mokola Route 2,Carbonated Soft Drink,835,2917700
2026-03-01,SR0046,South West Region,Oyo,Mokola Route 2,Energy Drink,114,511900
2026-03-01,SR0046,South West Region,Oyo,Mokola Route 2,Malt Drink,184,683600
2026-03-01,SR0046,South West Region,Oyo,Mokola Route 2,Mixer,55,172000
2026-03-01,SR0046,South West Region,Oyo,Mokola Route 2,Tea Drink,145,514400
2026-03-01,SR0046,South West Region,Oyo,Mokola Route 2,Water,301,592500
2026-04-01,SR0046,South West Region,Oyo,Mokola Route 2,Carbonated Soft Drink,846,2956100
2026-04-01,SR0046,South West Region,Oyo,Mokola Route 2,Energy Drink,131,588200
2026-04-01,SR0046,South West Region,Oyo,Mokola Route 2,Malt Drink,119,442100
2026-04-01,SR0046,South West Region,Oyo,Mokola Route 2,Mixer,55,172000
2026-04-01,SR0046,South West Region,Oyo,Mokola Route 2,Tea Drink,147,521500
2026-04-01,SR0046,South West Region,Oyo,Mokola Route 2,Water,344,677100
2026-05-01,SR0046,South West Region,Oyo,Mokola Route 2,Carbonated Soft Drink,961,3358000
2026-05-01,SR0046,South West Region,Oyo,Mokola Route 2,Energy Drink,94,422100
2026-05-01,SR0046,South West Region,Oyo,Mokola Route 2,Malt Drink,196,728100
2026-05-01,SR0046,South West Region,Oyo,Mokola Route 2,Mixer,54,168900
2026-05-01,SR0046,South West Region,Oyo,Mokola Route 2,Tea Drink,134,475400
2026-05-01,SR0046,South West Region,Oyo,Mokola Route 2,Water,263,517700
2026-01-01,SR0047,South East Region,Enugu,Enugu Route 1,Carbonated Soft Drink,583,2037100
2026-01-01,SR0047,South East Region,Enugu,Enugu Route 1,Energy Drink,121,543300
2026-01-01,SR0047,South East Region,Enugu,Enugu Route 1,Malt Drink,147,546100
2026-01-01,SR0047,South East Region,Enugu,Enugu Route 1,Mixer,41,128200
2026-01-01,SR0047,South East Region,Enugu,Enugu Route 1,Tea Drink,74,262500
2026-01-01,SR0047,South East Region,Enugu,Enugu Route 1,Water,230,452700
2026-02-01,SR0047,South East Region,Enugu,Enugu Route 1,Carbonated Soft Drink,460,1607400
2026-02-01,SR0047,South East Region,Enugu,Enugu Route 1,Energy Drink,99,444500
2026-02-01,SR0047,South East Region,Enugu,Enugu Route 1,Malt Drink,94,349200
2026-02-01,SR0047,South East Region,Enugu,Enugu Route 1,Mixer,28,87600
2026-02-01,SR0047,South East Region,Enugu,Enugu Route 1,Tea Drink,100,354800
2026-02-01,SR0047,South East Region,Enugu,Enugu Route 1,Water,189,372000
2026-03-01,SR0047,South East Region,Enugu,Enugu Route 1,Carbonated Soft Drink,635,2218800
2026-03-01,SR0047,South East Region,Enugu,Enugu Route 1,Energy Drink,78,350200
2026-03-01,SR0047,South East Region,Enugu,Enugu Route 1,Malt Drink,124,460700
2026-03-01,SR0047,South East Region,Enugu,Enugu Route 1,Mixer,26,81300
2026-03-01,SR0047,South East Region,Enugu,Enugu Route 1,Tea Drink,79,280300
2026-03-01,SR0047,South East Region,Enugu,Enugu Route 1,Water,270,531400
2026-04-01,SR0047,South East Region,Enugu,Enugu Route 1,Carbonated Soft Drink,457,1596900
2026-04-01,SR0047,South East Region,Enugu,Enugu Route 1,Energy Drink,70,314300
2026-04-01,SR0047,South East Region,Enugu,Enugu Route 1,Malt Drink,153,568400
2026-04-01,SR0047,South East Region,Enugu,Enugu Route 1,Mixer,34,106300
2026-04-01,SR0047,South East Region,Enugu,Enugu Route 1,Tea Drink,53,188000
2026-04-01,SR0047,South East Region,Enugu,Enugu Route 1,Water,158,311000
2026-05-01,SR0047,South East Region,Enugu,Enugu Route 1,Carbonated Soft Drink,408,1425700
2026-05-01,SR0047,South East Region,Enugu,Enugu Route 1,Energy Drink,115,516400
2026-05-01,SR0047,South East Region,Enugu,Enugu Route 1,Malt Drink,129,479200
2026-05-01,SR0047,South East Region,Enugu,Enugu Route 1,Mixer,35,109500
2026-05-01,SR0047,South East Region,Enugu,Enugu Route 1,Tea Drink,97,344100
2026-05-01,SR0047,South East Region,Enugu,Enugu Route 1,Water,168,330700
2026-01-01,SR0048,South East Region,Enugu,Enugu Route 2,Carbonated Soft Drink,568,1984700
2026-01-01,SR0048,South East Region,Enugu,Enugu Route 2,Energy Drink,85,381600
2026-01-01,SR0048,South East Region,Enugu,Enugu Route 2,Malt Drink,101,375200
2026-01-01,SR0048,South East Region,Enugu,Enugu Route 2,Mixer,42,131400
2026-01-01,SR0048,South East Region,Enugu,Enugu Route 2,Tea Drink,66,234100
2026-01-01,SR0048,South East Region,Enugu,Enugu Route 2,Water,300,590500
2026-02-01,SR0048,South East Region,Enugu,Enugu Route 2,Carbonated Soft Drink,383,1338300
2026-02-01,SR0048,South East Region,Enugu,Enugu Route 2,Energy Drink,96,431000
2026-02-01,SR0048,South East Region,Enugu,Enugu Route 2,Malt Drink,118,438400
2026-02-01,SR0048,South East Region,Enugu,Enugu Route 2,Mixer,25,78200
2026-02-01,SR0048,South East Region,Enugu,Enugu Route 2,Tea Drink,103,365400
2026-02-01,SR0048,South East Region,Enugu,Enugu Route 2,Water,275,541300
2026-03-01,SR0048,South East Region,Enugu,Enugu Route 2,Carbonated Soft Drink,636,2222300
2026-03-01,SR0048,South East Region,Enugu,Enugu Route 2,Energy Drink,73,327800
2026-03-01,SR0048,South East Region,Enugu,Enugu Route 2,Malt Drink,157,583300
2026-03-01,SR0048,South East Region,Enugu,Enugu Route 2,Mixer,27,84400
2026-03-01,SR0048,South East Region,Enugu,Enugu Route 2,Tea Drink,54,191600
2026-03-01,SR0048,South East Region,Enugu,Enugu Route 2,Water,189,372000
2026-04-01,SR0048,South East Region,Enugu,Enugu Route 2,Carbonated Soft Drink,411,1436100
2026-04-01,SR0048,South East Region,Enugu,Enugu Route 2,Energy Drink,84,377200
2026-04-01,SR0048,South East Region,Enugu,Enugu Route 2,Malt Drink,110,408600
2026-04-01,SR0048,South East Region,Enugu,Enugu Route 2,Mixer,31,97000
2026-04-01,SR0048,South East Region,Enugu,Enugu Route 2,Tea Drink,103,365400
2026-04-01,SR0048,South East Region,Enugu,Enugu Route 2,Water,163,320800
2026-05-01,SR0048,South East Region,Enugu,Enugu Route 2,Carbonated Soft Drink,510,1782100
2026-05-01,SR0048,South East Region,Enugu,Enugu Route 2,Energy Drink,96,431000
2026-05-01,SR0048,South East Region,Enugu,Enugu Route 2,Malt Drink,90,334400
2026-05-01,SR0048,South East Region,Enugu,Enugu Route 2,Mixer,21,65700
2026-05-01,SR0048,South East Region,Enugu,Enugu Route 2,Tea Drink,89,315700
2026-05-01,SR0048,South East Region,Enugu,Enugu Route 2,Water,165,324800
2026-01-01,SR0049,South East Region,Enugu,New Haven Route 1,Carbonated Soft Drink,412,1439600
2026-01-01,SR0049,South East Region,Enugu,New Haven Route 1,Energy Drink,63,282900
2026-01-01,SR0049,South East Region,Enugu,New Haven Route 1,Malt Drink,92,341800
2026-01-01,SR0049,South East Region,Enugu,New Haven Route 1,Mixer,34,106300
2026-01-01,SR0049,South East Region,Enugu,New Haven Route 1,Tea Drink,72,255400
2026-01-01,SR0049,South East Region,Enugu,New Haven Route 1,Water,231,454700
2026-02-01,SR0049,South East Region,Enugu,New Haven Route 1,Carbonated Soft Drink,406,1418700
2026-02-01,SR0049,South East Region,Enugu,New Haven Route 1,Energy Drink,77,345700
2026-02-01,SR0049,South East Region,Enugu,New Haven Route 1,Malt Drink,87,323200
2026-02-01,SR0049,South East Region,Enugu,New Haven Route 1,Mixer,22,68800
2026-02-01,SR0049,South East Region,Enugu,New Haven Route 1,Tea Drink,92,326400
2026-02-01,SR0049,South East Region,Enugu,New Haven Route 1,Water,148,291300
2026-03-01,SR0049,South East Region,Enugu,New Haven Route 1,Carbonated Soft Drink,647,2260800
2026-03-01,SR0049,South East Region,Enugu,New Haven Route 1,Energy Drink,128,574700
2026-03-01,SR0049,South East Region,Enugu,New Haven Route 1,Malt Drink,130,483000
2026-03-01,SR0049,South East Region,Enugu,New Haven Route 1,Mixer,41,128200
2026-03-01,SR0049,South East Region,Enugu,New Haven Route 1,Tea Drink,92,326400
2026-03-01,SR0049,South East Region,Enugu,New Haven Route 1,Water,293,576700
2026-04-01,SR0049,South East Region,Enugu,New Haven Route 1,Carbonated Soft Drink,360,1257900
2026-04-01,SR0049,South East Region,Enugu,New Haven Route 1,Energy Drink,87,390600
2026-04-01,SR0049,South East Region,Enugu,New Haven Route 1,Malt Drink,97,360400
2026-04-01,SR0049,South East Region,Enugu,New Haven Route 1,Mixer,24,75100
2026-04-01,SR0049,South East Region,Enugu,New Haven Route 1,Tea Drink,102,361800
2026-04-01,SR0049,South East Region,Enugu,New Haven Route 1,Water,289,568800
2026-05-01,SR0049,South East Region,Enugu,New Haven Route 1,Carbonated Soft Drink,516,1803000
2026-05-01,SR0049,South East Region,Enugu,New Haven Route 1,Energy Drink,71,318800
2026-05-01,SR0049,South East Region,Enugu,New Haven Route 1,Malt Drink,139,516400
2026-05-01,SR0049,South East Region,Enugu,New Haven Route 1,Mixer,29,90700
2026-05-01,SR0049,South East Region,Enugu,New Haven Route 1,Tea Drink,80,283800
2026-05-01,SR0049,South East Region,Enugu,New Haven Route 1,Water,198,389700
2026-01-01,SR0050,South East Region,Enugu,New Haven Route 2,Carbonated Soft Drink,670,2341100
2026-01-01,SR0050,South East Region,Enugu,New Haven Route 2,Energy Drink,138,619600
2026-01-01,SR0050,South East Region,Enugu,New Haven Route 2,Malt Drink,128,475500
2026-01-01,SR0050,South East Region,Enugu,New Haven Route 2,Mixer,33,103200
2026-01-01,SR0050,South East Region,Enugu,New Haven Route 2,Tea Drink,134,475400
2026-01-01,SR0050,South East Region,Enugu,New Haven Route 2,Water,192,377900
2026-02-01,SR0050,South East Region,Enugu,New Haven Route 2,Carbonated Soft Drink,466,1628300
2026-02-01,SR0050,South East Region,Enugu,New Haven Route 2,Energy Drink,93,417600
2026-02-01,SR0050,South East Region,Enugu,New Haven Route 2,Malt Drink,122,453200
2026-02-01,SR0050,South East Region,Enugu,New Haven Route 2,Mixer,33,103200
2026-02-01,SR0050,South East Region,Enugu,New Haven Route 2,Tea Drink,77,273200
2026-02-01,SR0050,South East Region,Enugu,New Haven Route 2,Water,209,411400
2026-03-01,SR0050,South East Region,Enugu,New Haven Route 2,Carbonated Soft Drink,390,1362800
2026-03-01,SR0050,South East Region,Enugu,New Haven Route 2,Energy Drink,140,628600
2026-03-01,SR0050,South East Region,Enugu,New Haven Route 2,Malt Drink,191,709600
2026-03-01,SR0050,South East Region,Enugu,New Haven Route 2,Mixer,42,131400
2026-03-01,SR0050,South East Region,Enugu,New Haven Route 2,Tea Drink,90,319300
2026-03-01,SR0050,South East Region,Enugu,New Haven Route 2,Water,257,505900
2026-04-01,SR0050,South East Region,Enugu,New Haven Route 2,Carbonated Soft Drink,787,2750000
2026-04-01,SR0050,South East Region,Enugu,New Haven Route 2,Energy Drink,150,673500
2026-04-01,SR0050,South East Region,Enugu,New Haven Route 2,Malt Drink,193,717000
2026-04-01,SR0050,South East Region,Enugu,New Haven Route 2,Mixer,38,118800
2026-04-01,SR0050,South East Region,Enugu,New Haven Route 2,Tea Drink,119,422200
2026-04-01,SR0050,South East Region,Enugu,New Haven Route 2,Water,304,598400
2026-05-01,SR0050,South East Region,Enugu,New Haven Route 2,Carbonated Soft Drink,458,1600400
2026-05-01,SR0050,South East Region,Enugu,New Haven Route 2,Energy Drink,149,669000
2026-05-01,SR0050,South East Region,Enugu,New Haven Route 2,Malt Drink,188,698400
2026-05-01,SR0050,South East Region,Enugu,New Haven Route 2,Mixer,48,150100
2026-05-01,SR0050,South East Region,Enugu,New Haven Route 2,Tea Drink,65,230600
2026-05-01,SR0050,South East Region,Enugu,New Haven Route 2,Water,302,594400
2026-01-01,SR0051,South East Region,Enugu,Abakpa Route 1,Carbonated Soft Drink,410,1432600
2026-01-01,SR0051,South East Region,Enugu,Abakpa Route 1,Energy Drink,100,449000
2026-01-01,SR0051,South East Region,Enugu,Abakpa Route 1,Malt Drink,84,312100
2026-01-01,SR0051,South East Region,Enugu,Abakpa Route 1,Mixer,24,75100
2026-01-01,SR0051,South East Region,Enugu,Abakpa Route 1,Tea Drink,79,280300
2026-01-01,SR0051,South East Region,Enugu,Abakpa Route 1,Water,206,405500
2026-02-01,SR0051,South East Region,Enugu,Abakpa Route 1,Carbonated Soft Drink,314,1097200
2026-02-01,SR0051,South East Region,Enugu,Abakpa Route 1,Energy Drink,97,435500
2026-02-01,SR0051,South East Region,Enugu,Abakpa Route 1,Malt Drink,105,390100
2026-02-01,SR0051,South East Region,Enugu,Abakpa Route 1,Mixer,38,118800
2026-02-01,SR0051,South East Region,Enugu,Abakpa Route 1,Tea Drink,54,191600
2026-02-01,SR0051,South East Region,Enugu,Abakpa Route 1,Water,258,507800
2026-03-01,SR0051,South East Region,Enugu,Abakpa Route 1,Carbonated Soft Drink,429,1499000
2026-03-01,SR0051,South East Region,Enugu,Abakpa Route 1,Energy Drink,117,525300
2026-03-01,SR0051,South East Region,Enugu,Abakpa Route 1,Malt Drink,138,512700
2026-03-01,SR0051,South East Region,Enugu,Abakpa Route 1,Mixer,26,81300
2026-03-01,SR0051,South East Region,Enugu,Abakpa Route 1,Tea Drink,61,216400
2026-03-01,SR0051,South East Region,Enugu,Abakpa Route 1,Water,279,549200
2026-04-01,SR0051,South East Region,Enugu,Abakpa Route 1,Carbonated Soft Drink,395,1380200
2026-04-01,SR0051,South East Region,Enugu,Abakpa Route 1,Energy Drink,96,431000
2026-04-01,SR0051,South East Region,Enugu,Abakpa Route 1,Malt Drink,116,430900
2026-04-01,SR0051,South East Region,Enugu,Abakpa Route 1,Mixer,39,122000
2026-04-01,SR0051,South East Region,Enugu,Abakpa Route 1,Tea Drink,72,255400
2026-04-01,SR0051,South East Region,Enugu,Abakpa Route 1,Water,174,342500
2026-05-01,SR0051,South East Region,Enugu,Abakpa Route 1,Carbonated Soft Drink,423,1478100
2026-05-01,SR0051,South East Region,Enugu,Abakpa Route 1,Energy Drink,65,291800
2026-05-01,SR0051,South East Region,Enugu,Abakpa Route 1,Malt Drink,91,338100
2026-05-01,SR0051,South East Region,Enugu,Abakpa Route 1,Mixer,35,109500
2026-05-01,SR0051,South East Region,Enugu,Abakpa Route 1,Tea Drink,107,379600
2026-05-01,SR0051,South East Region,Enugu,Abakpa Route 1,Water,222,437000
2026-01-01,SR0052,South East Region,Enugu,Abakpa Route 2,Carbonated Soft Drink,511,1785600
2026-01-01,SR0052,South East Region,Enugu,Abakpa Route 2,Energy Drink,77,345700
2026-01-01,SR0052,South East Region,Enugu,Abakpa Route 2,Malt Drink,117,434700
2026-01-01,SR0052,South East Region,Enugu,Abakpa Route 2,Mixer,38,118800
2026-01-01,SR0052,South East Region,Enugu,Abakpa Route 2,Tea Drink,81,287300
2026-01-01,SR0052,South East Region,Enugu,Abakpa Route 2,Water,175,344500
2026-02-01,SR0052,South East Region,Enugu,Abakpa Route 2,Carbonated Soft Drink,560,1956800
2026-02-01,SR0052,South East Region,Enugu,Abakpa Route 2,Energy Drink,70,314300
2026-02-01,SR0052,South East Region,Enugu,Abakpa Route 2,Malt Drink,149,553500
2026-02-01,SR0052,South East Region,Enugu,Abakpa Route 2,Mixer,32,100100
2026-02-01,SR0052,South East Region,Enugu,Abakpa Route 2,Tea Drink,62,219900
2026-02-01,SR0052,South East Region,Enugu,Abakpa Route 2,Water,270,531400
2026-03-01,SR0052,South East Region,Enugu,Abakpa Route 2,Carbonated Soft Drink,479,1673700
2026-03-01,SR0052,South East Region,Enugu,Abakpa Route 2,Energy Drink,120,538800
2026-03-01,SR0052,South East Region,Enugu,Abakpa Route 2,Malt Drink,94,349200
2026-03-01,SR0052,South East Region,Enugu,Abakpa Route 2,Mixer,21,65700
2026-03-01,SR0052,South East Region,Enugu,Abakpa Route 2,Tea Drink,104,368900
2026-03-01,SR0052,South East Region,Enugu,Abakpa Route 2,Water,225,442900
2026-04-01,SR0052,South East Region,Enugu,Abakpa Route 2,Carbonated Soft Drink,382,1334800
2026-04-01,SR0052,South East Region,Enugu,Abakpa Route 2,Energy Drink,77,345700
2026-04-01,SR0052,South East Region,Enugu,Abakpa Route 2,Malt Drink,151,561000
2026-04-01,SR0052,South East Region,Enugu,Abakpa Route 2,Mixer,35,109500
2026-04-01,SR0052,South East Region,Enugu,Abakpa Route 2,Tea Drink,105,372500
2026-04-01,SR0052,South East Region,Enugu,Abakpa Route 2,Water,199,391700
2026-05-01,SR0052,South East Region,Enugu,Abakpa Route 2,Carbonated Soft Drink,608,2124500
2026-05-01,SR0052,South East Region,Enugu,Abakpa Route 2,Energy Drink,112,502900
2026-05-01,SR0052,South East Region,Enugu,Abakpa Route 2,Malt Drink,128,475500
2026-05-01,SR0052,South East Region,Enugu,Abakpa Route 2,Mixer,38,118800
2026-05-01,SR0052,South East Region,Enugu,Abakpa Route 2,Tea Drink,100,354800
2026-05-01,SR0052,South East Region,Enugu,Abakpa Route 2,Water,188,370000
2026-01-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Carbonated Soft Drink,793,2770900
2026-01-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Energy Drink,157,704900
2026-01-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Malt Drink,151,561000
2026-01-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Mixer,49,153200
2026-01-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Tea Drink,65,230600
2026-01-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Water,196,385800
2026-02-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Carbonated Soft Drink,410,1432600
2026-02-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Energy Drink,89,399600
2026-02-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Malt Drink,130,483000
2026-02-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Mixer,50,156400
2026-02-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Tea Drink,88,312200
2026-02-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Water,319,627900
2026-03-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Carbonated Soft Drink,554,1935800
2026-03-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Energy Drink,130,583700
2026-03-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Malt Drink,169,627800
2026-03-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Mixer,43,134500
2026-03-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Tea Drink,115,408000
2026-03-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Water,322,633800
2026-04-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Carbonated Soft Drink,712,2487900
2026-04-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Energy Drink,115,516400
2026-04-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Malt Drink,124,460700
2026-04-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Mixer,46,143900
2026-04-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Tea Drink,68,241200
2026-04-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Water,360,708600
2026-05-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Carbonated Soft Drink,457,1596900
2026-05-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Energy Drink,124,556800
2026-05-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Malt Drink,136,505200
2026-05-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Mixer,52,162600
2026-05-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Tea Drink,111,393800
2026-05-01,SR0053,South East Region,Enugu,Independence Layout Route 1,Water,205,403500
2026-01-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Carbonated Soft Drink,316,1104200
2026-01-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Energy Drink,108,484900
2026-01-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Malt Drink,145,538700
2026-01-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Mixer,23,71900
2026-01-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Tea Drink,93,329900
2026-01-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Water,150,295200
2026-02-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Carbonated Soft Drink,434,1516500
2026-02-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Energy Drink,82,368200
2026-02-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Malt Drink,101,375200
2026-02-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Mixer,37,115700
2026-02-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Tea Drink,81,287300
2026-02-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Water,255,501900
2026-03-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Carbonated Soft Drink,592,2068600
2026-03-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Energy Drink,104,467000
2026-03-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Malt Drink,98,364100
2026-03-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Mixer,24,75100
2026-03-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Tea Drink,59,209300
2026-03-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Water,157,309000
2026-04-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Carbonated Soft Drink,584,2040600
2026-04-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Energy Drink,94,422100
2026-04-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Malt Drink,161,598100
2026-04-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Mixer,26,81300
2026-04-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Tea Drink,73,259000
2026-04-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Water,229,450700
2026-05-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Carbonated Soft Drink,450,1572400
2026-05-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Energy Drink,125,561200
2026-05-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Malt Drink,155,575800
2026-05-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Mixer,42,131400
2026-05-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Tea Drink,90,319300
2026-05-01,SR0054,South East Region,Enugu,Independence Layout Route 2,Water,161,316900
2026-01-01,SR0055,South East Region,Abia,Aba Route 1,Carbonated Soft Drink,632,2208400
2026-01-01,SR0055,South East Region,Abia,Aba Route 1,Energy Drink,107,480400
2026-01-01,SR0055,South East Region,Abia,Aba Route 1,Malt Drink,235,873000
2026-01-01,SR0055,South East Region,Abia,Aba Route 1,Mixer,31,97000
2026-01-01,SR0055,South East Region,Abia,Aba Route 1,Tea Drink,111,393800
2026-01-01,SR0055,South East Region,Abia,Aba Route 1,Water,331,651500
2026-02-01,SR0055,South East Region,Abia,Aba Route 1,Carbonated Soft Drink,721,2519400
2026-02-01,SR0055,South East Region,Abia,Aba Route 1,Energy Drink,131,588200
2026-02-01,SR0055,South East Region,Abia,Aba Route 1,Malt Drink,147,546100
2026-02-01,SR0055,South East Region,Abia,Aba Route 1,Mixer,57,178300
2026-02-01,SR0055,South East Region,Abia,Aba Route 1,Tea Drink,81,287300
2026-02-01,SR0055,South East Region,Abia,Aba Route 1,Water,283,557000
2026-03-01,SR0055,South East Region,Abia,Aba Route 1,Carbonated Soft Drink,874,3054000
2026-03-01,SR0055,South East Region,Abia,Aba Route 1,Energy Drink,134,601700
2026-03-01,SR0055,South East Region,Abia,Aba Route 1,Malt Drink,129,479200
2026-03-01,SR0055,South East Region,Abia,Aba Route 1,Mixer,49,153200
2026-03-01,SR0055,South East Region,Abia,Aba Route 1,Tea Drink,154,546300
2026-03-01,SR0055,South East Region,Abia,Aba Route 1,Water,220,433000
2026-04-01,SR0055,South East Region,Abia,Aba Route 1,Carbonated Soft Drink,748,2613700
2026-04-01,SR0055,South East Region,Abia,Aba Route 1,Energy Drink,174,781300
2026-04-01,SR0055,South East Region,Abia,Aba Route 1,Malt Drink,210,780200
2026-04-01,SR0055,South East Region,Abia,Aba Route 1,Mixer,57,178300
2026-04-01,SR0055,South East Region,Abia,Aba Route 1,Tea Drink,154,546300
2026-04-01,SR0055,South East Region,Abia,Aba Route 1,Water,320,629900
2026-05-01,SR0055,South East Region,Abia,Aba Route 1,Carbonated Soft Drink,469,1638800
2026-05-01,SR0055,South East Region,Abia,Aba Route 1,Energy Drink,123,552300
2026-05-01,SR0055,South East Region,Abia,Aba Route 1,Malt Drink,225,835900
2026-05-01,SR0055,South East Region,Abia,Aba Route 1,Mixer,42,131400
2026-05-01,SR0055,South East Region,Abia,Aba Route 1,Tea Drink,84,298000
